district_point_version_id,district_id,requested_census_version,geometry_census_version,boundary_feature_index,raw_state_name,raw_district_name,canonical_state_name,canonical_district_name,boundary_state_name,boundary_district_name,latitude,longitude,point_wkt,point_method,assignment_method,assignment_confidence,shared_parent_boundary,geometry_was_valid,geometry_repaired,geometry_repair_method,point_inside_geometry
DPV_A57DCB460A016FE0,IND_MAHARASHTRA_SOLAPUR,Census 2001,Census 2001,480,Maharashtra,SOLAPUR,Maharashtra,SOLAPUR,Maharashtra,Solapur,17.83424459,75.29654723,POINT (75.29654723058997 17.83424458597979),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_4D63C15F78C6450B,IND_MAHARASHTRA_SOLAPUR,Census 2011,Census 2011,537,Maharashtra,SOLAPUR,Maharashtra,SOLAPUR,Maharashtra,Solapur,17.83424459,75.29654723,POINT (75.29654723058997 17.83424458597979),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_EC87A004533D313E,IND_MAHARASHTRA_THANE,Census 2001,Census 2001,467,Maharashtra,THANE,Maharashtra,THANE,Maharashtra,Thane,19.6060669,73.1522371,POINT (73.15223709950433 19.606066895250283),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_6057A400B0663A32,IND_MAHARASHTRA_THANE,Census 2011,Census 2011,561,Maharashtra,THANE,Maharashtra,THANE,Maharashtra,Thane,19.6060669,73.1522371,POINT (73.15223709950433 19.606066895250283),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_FC29811F65F05050,IND_MAHARASHTRA_WARDHA,Census 2001,Census 2001,525,Maharashtra,WARDHA,Maharashtra,WARDHA,Maharashtra,Wardha,20.82482986,78.61572885,POINT (78.61572885111107 20.824829863913347),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_190B0F5BD27676F0,IND_MAHARASHTRA_WARDHA,Census 2011,Census 2011,608,Maharashtra,WARDHA,Maharashtra,WARDHA,Maharashtra,Wardha,20.82482986,78.61572885,POINT (78.61572885111107 20.824829863913347),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_F95DD9E1998C2FB1,IND_MAHARASHTRA_WASHIM,Census 2001,Census 2001,526,Maharashtra,WASHIM,Maharashtra,WASHIM,Maharashtra,Washim,20.30283389,77.24386708,POINT (77.24386707822921 20.302833890607282),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_C994A90B5881A996,IND_MAHARASHTRA_WASHIM,Census 2011,Census 2011,609,Maharashtra,WASHIM,Maharashtra,WASHIM,Maharashtra,Washim,20.30283389,77.24386708,POINT (77.24386707822921 20.302833890607282),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_778C70E95DE145CF,IND_MAHARASHTRA_YAVATMAL,Census 2001,Census 2001,535,Maharashtra,YAVATMAL,Maharashtra,YAVATMAL,Maharashtra,Yavatmal,20.06397214,78.3554211,POINT (78.35542109746797 20.063972143539704),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_EFEA1A5455D9268D,IND_MAHARASHTRA_YAVATMAL,Census 2011,Census 2011,622,Maharashtra,YAVATMAL,Maharashtra,YAVATMAL,Maharashtra,Yavatmal,20.06397214,78.3554211,POINT (78.35542109746797 20.063972143539704),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_88B7DCF880F83317,IND_MANIPUR_BISHNUPUR,Census 2001,Census 2001,51,Manipur,BISHNUPUR,Manipur,BISHNUPUR,Manipur,Bishnupur,24.51229152,93.80484992,POINT (93.80484992290579 24.512291520874335),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_F2B2BAF297669E01,IND_MANIPUR_BISHNUPUR,Census 2011,Census 2011,88,Manipur,BISHNUPUR,Manipur,BISHNUPUR,Manipur,Bishnupur,24.51229152,93.80484992,POINT (93.80484992290579 24.512291520874335),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_00E1D18F7546713B,IND_MANIPUR_CHANDEL,Census 2001,Census 2001,97,Manipur,CHANDEL,Manipur,CHANDEL,Manipur,Chandel,24.2365176,94.09215085,POINT (94.09215085296759 24.236517600099194),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_AC6B83D29A603CEB,IND_MANIPUR_CHANDEL,Census 2011,Census 2011,105,Manipur,CHANDEL,Manipur,CHANDEL,Manipur,Chandel,24.2365176,94.09215085,POINT (94.09215085296759 24.236517600099194),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_BD42B7AA1E13C859,IND_MANIPUR_CHURACHANDPUR,Census 2001,Census 2001,103,Manipur,CHURACHANDPUR,Manipur,CHURACHANDPUR,Manipur,Churachandpur,24.27444412,93.44181106,POINT (93.44181105515732 24.2744441201254),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_EB5485872BE28BC3,IND_MANIPUR_CHURACHANDPUR,Census 2011,Census 2011,120,Manipur,CHURACHANDPUR,Manipur,CHURACHANDPUR,Manipur,Churachandpur,24.27444412,93.44181106,POINT (93.44181105515732 24.2744441201254),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_2EF8A4507306E4B0,IND_MANIPUR_IMPHAL_EAST,Census 2001,Census 2001,222,Manipur,IMPHAL EAST,Manipur,IMPHAL EAST,Manipur,Imphal East,24.8121622,93.93918757,POINT (93.93918756798274 24.812162202673544),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_C63B442C8BA60320,IND_MANIPUR_IMPHAL_EAST,Census 2011,Census 2011,233,Manipur,IMPHAL EAST,Manipur,IMPHAL EAST,Manipur,Imphal East,24.8121622,93.93918757,POINT (93.93918756798274 24.812162202673544),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_51B6C6C738A36AA2,IND_MANIPUR_IMPHAL_WEST,Census 2001,Census 2001,223,Manipur,IMPHAL WEST,Manipur,IMPHAL WEST,Manipur,Imphal West,24.70378331,93.13851249,POINT (93.13851249317224 24.703783311826374),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_E099E8E2D2042246,IND_MANIPUR_IMPHAL_WEST,Census 2011,Census 2011,234,Manipur,IMPHAL WEST,Manipur,IMPHAL WEST,Manipur,Imphal West,24.70378331,93.13851249,POINT (93.13851249317224 24.703783311826374),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_690914CD110352CE,IND_MANIPUR_SENAPATI,Census 2001,Census 2011,507,Manipur,SENAPATI,Manipur,SENAPATI,Manipur,Senapati,25.10313637,93.96492562,POINT (93.96492562282579 25.103136366843728),geometry.representative_point,alternate_layer_confirmed_name,working_strong,0,1,0,,1
DPV_6AB32D7171F63D37,IND_MANIPUR_SENAPATI,Census 2011,Census 2011,507,Manipur,SENAPATI,Manipur,SENAPATI,Manipur,Senapati,25.10313637,93.96492562,POINT (93.96492562282579 25.103136366843728),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_B3F93410E5E16929,IND_MANIPUR_TAMENGLONG,Census 2001,Census 2001,464,Manipur,TAMENGLONG,Manipur,TAMENGLONG,Manipur,Tamenglong,24.9764841,93.5271177,POINT (93.52711770187454 24.976484098031687),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_6B5EC1F513A750DE,IND_MANIPUR_TAMENGLONG,Census 2011,Census 2011,557,Manipur,TAMENGLONG,Manipur,TAMENGLONG,Manipur,Tamenglong,24.9764841,93.5271177,POINT (93.52711770187454 24.976484098031687),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_22E47137B29B1729,IND_MANIPUR_THOUBAL,Census 2001,Census 2001,496,Manipur,THOUBAL,Manipur,THOUBAL,Manipur,Thoubal,24.47800414,93.92432083,POINT (93.92432082527195 24.478004144093312),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_D930F46911B4EE3F,IND_MANIPUR_THOUBAL,Census 2011,Census 2011,570,Manipur,THOUBAL,Manipur,THOUBAL,Manipur,Thoubal,24.47800414,93.92432083,POINT (93.92432082527195 24.478004144093312),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_33D8FD30A81AD769,IND_MANIPUR_UKHRUL,Census 2001,Census 2001,507,Manipur,UKHRUL,Manipur,UKHRUL,Manipur,Ukhrul,25.08825029,94.43459837,POINT (94.4345983735115 25.088250293082965),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_103B86CC88B2C688,IND_MANIPUR_UKHRUL,Census 2011,Census 2011,588,Manipur,UKHRUL,Manipur,UKHRUL,Manipur,Ukhrul,25.08825029,94.43459837,POINT (94.4345983735115 25.088250293082965),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_21E6A646EF679667,IND_MEGHALAYA_EAST_GARO_HILLS,Census 2001,Census 2001,150,Meghalaya,EAST GARO HILLS,Meghalaya,EAST GARO HILLS,Meghalaya,East Garo Hills,25.71297931,90.69747511,POINT (90.69747511167759 25.712979305734212),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_9994B68B4281447C,IND_MEGHALAYA_EAST_GARO_HILLS,Census 2011,Census 2011,167,Meghalaya,EAST GARO HILLS,Meghalaya,EAST GARO HILLS,Meghalaya,East Garo Hills,25.71297931,90.69747511,POINT (90.69747511167759 25.712979305734212),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_4E1B09A3A26876A5,IND_MEGHALAYA_EAST_JAINTIA_HILLS,Census 2001,Census 2001,225,Meghalaya,EAST JAINTIA HILLS,Meghalaya,EAST JAINTIA HILLS,Meghalaya,Jaintia Hills,25.3901192,92.40334427,POINT (92.40334427076718 25.39011920077484),geometry.representative_point,working_fuzzy_same_state,working_fallback,1,1,0,,1
DPV_C8A1E92370484429,IND_MEGHALAYA_EAST_JAINTIA_HILLS,Census 2011,Census 2011,238,Meghalaya,EAST JAINTIA HILLS,Meghalaya,EAST JAINTIA HILLS,Meghalaya,Jaintia Hills,25.3901192,92.40334427,POINT (92.40334427076718 25.39011920077484),geometry.representative_point,working_fuzzy_same_state,working_fallback,1,1,0,,1
DPV_7E8861B26E50AA79,IND_MEGHALAYA_EAST_KHASI_HILLS,Census 2001,Census 2001,156,Meghalaya,EAST KHASI HILLS,Meghalaya,EAST KHASI HILLS,Meghalaya,East Khasi Hills,25.38616507,91.82698789,POINT (91.82698788521304 25.386165065851586),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_4BFD53880A20CD17,IND_MEGHALAYA_EAST_KHASI_HILLS,Census 2011,Census 2011,170,Meghalaya,EAST KHASI HILLS,Meghalaya,EAST KHASI HILLS,Meghalaya,East Khasi Hills,25.38616507,91.82698789,POINT (91.82698788521304 25.386165065851586),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_5E6FFB65D3B7DA06,IND_MEGHALAYA_NORTH_GARO_HILLS,Census 2001,Census 2001,487,Meghalaya,NORTH GARO HILLS,Meghalaya,NORTH GARO HILLS,Meghalaya,South Garo Hills,25.34565581,90.56656039,POINT (90.56656039024675 25.34565581449897),geometry.representative_point,working_fuzzy_same_state,working_fallback,1,1,0,,1
DPV_5ED65F4B7C8D0837,IND_MEGHALAYA_NORTH_GARO_HILLS,Census 2011,Census 2011,545,Meghalaya,NORTH GARO HILLS,Meghalaya,NORTH GARO HILLS,Meghalaya,South Garo Hills,25.34565581,90.56656039,POINT (90.56656039024675 25.34565581449897),geometry.representative_point,working_fuzzy_same_state,working_fallback,1,1,0,,1
DPV_8292692324BCB87F,IND_MEGHALAYA_RI_BHOI,Census 2001,Census 2001,441,Meghalaya,RI BHOI,Meghalaya,RI BHOI,Meghalaya,Ri Bhoi,25.87834862,91.86299227,POINT (91.86299227319645 25.87834862181108),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_1EE8169027FA9C9A,IND_MEGHALAYA_RI_BHOI,Census 2011,Census 2011,482,Meghalaya,RI BHOI,Meghalaya,RI BHOI,Meghalaya,Ri Bhoi,25.87834862,91.86299227,POINT (91.86299227303778 25.87834862181108),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_69D3F64E9733E18B,IND_MEGHALAYA_SOUTH_GARO_HILLS,Census 2001,Census 2001,487,Meghalaya,SOUTH GARO HILLS,Meghalaya,SOUTH GARO HILLS,Meghalaya,South Garo Hills,25.34565581,90.56656039,POINT (90.56656039024675 25.34565581449897),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_AF9140D8C0CAED08,IND_MEGHALAYA_SOUTH_GARO_HILLS,Census 2011,Census 2011,545,Meghalaya,SOUTH GARO HILLS,Meghalaya,SOUTH GARO HILLS,Meghalaya,South Garo Hills,25.34565581,90.56656039,POINT (90.56656039024675 25.34565581449897),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_D1A1E25AD6E71A66,IND_MEGHALAYA_SOUTH_WEST_GARO_HILLS,Census 2001,Census 2001,487,Meghalaya,SOUTH WEST GARO HILLS,Meghalaya,SOUTH WEST GARO HILLS,Meghalaya,South Garo Hills,25.34565581,90.56656039,POINT (90.56656039024675 25.34565581449897),geometry.representative_point,working_fuzzy_same_state,working_fallback,1,1,0,,1
DPV_79D970A83EDDC63C,IND_MEGHALAYA_SOUTH_WEST_GARO_HILLS,Census 2011,Census 2011,545,Meghalaya,SOUTH WEST GARO HILLS,Meghalaya,SOUTH WEST GARO HILLS,Meghalaya,South Garo Hills,25.34565581,90.56656039,POINT (90.56656039024675 25.34565581449897),geometry.representative_point,working_fuzzy_same_state,working_fallback,1,1,0,,1
DPV_93ED2EC07A76E1D3,IND_MEGHALAYA_SOUTH_WEST_KHASI_HILLS,Census 2001,Census 2001,502,Meghalaya,SOUTH WEST KHASI HILLS,Meghalaya,SOUTH WEST KHASI HILLS,Meghalaya,West Khasi Hills,25.5123393,91.17047705,POINT (91.17047705324472 25.512339299710135),geometry.representative_point,working_fuzzy_same_state,working_fallback,0,1,0,,1
DPV_40CF0418CB535CD0,IND_MEGHALAYA_SOUTH_WEST_KHASI_HILLS,Census 2011,Census 2011,616,Meghalaya,SOUTH WEST KHASI HILLS,Meghalaya,SOUTH WEST KHASI HILLS,Meghalaya,West Khasi Hills,25.5123393,91.17047705,POINT (91.17047705324472 25.512339299710135),geometry.representative_point,working_fuzzy_same_state,working_fallback,0,1,0,,1
DPV_9729F0D1B93BDFA4,IND_MEGHALAYA_WEST_GARO_HILLS,Census 2001,Census 2001,499,Meghalaya,WEST GARO HILLS,Meghalaya,WEST GARO HILLS,Meghalaya,West Garo Hills,25.57919374,90.19292431,POINT (90.19292431163174 25.579193744368006),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_F01CAECE1A00C05A,IND_MEGHALAYA_WEST_GARO_HILLS,Census 2011,Census 2011,613,Meghalaya,WEST GARO HILLS,Meghalaya,WEST GARO HILLS,Meghalaya,West Garo Hills,25.57919374,90.19292431,POINT (90.19292431163174 25.579193744368006),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_F589A1BA32367A0A,IND_MEGHALAYA_WEST_JAINTIA_HILLS,Census 2001,Census 2001,225,Meghalaya,WEST JAINTIA HILLS,Meghalaya,WEST JAINTIA HILLS,Meghalaya,Jaintia Hills,25.3901192,92.40334427,POINT (92.40334427076718 25.39011920077484),geometry.representative_point,working_fuzzy_same_state,working_fallback,1,1,0,,1
DPV_54A5F4FB8B8E72E9,IND_MEGHALAYA_WEST_JAINTIA_HILLS,Census 2011,Census 2011,238,Meghalaya,WEST JAINTIA HILLS,Meghalaya,WEST JAINTIA HILLS,Meghalaya,Jaintia Hills,25.3901192,92.40334427,POINT (92.40334427076718 25.39011920077484),geometry.representative_point,working_fuzzy_same_state,working_fallback,1,1,0,,1
DPV_4D9A71606AD098C2,IND_MEGHALAYA_WEST_KHASI_HILLS,Census 2001,Census 2001,502,Meghalaya,WEST KHASI HILLS,Meghalaya,WEST KHASI HILLS,Meghalaya,West Khasi Hills,25.5123393,91.17047705,POINT (91.17047705324472 25.512339299710135),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_8E320A096560BE62,IND_MEGHALAYA_WEST_KHASI_HILLS,Census 2011,Census 2011,616,Meghalaya,WEST KHASI HILLS,Meghalaya,WEST KHASI HILLS,Meghalaya,West Khasi Hills,25.5123393,91.17047705,POINT (91.17047705324472 25.512339299710135),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_9135E7911CB0142A,IND_MIZORAM_AIZAWL,Census 2001,Census 2001,18,Mizoram,AIZAWL,Mizoram,AIZAWL,Mizoram,Aizawl,23.84386332,92.91097645,POINT (92.91097644708086 23.8438633218578),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_DF52091AAB772BFA,IND_MIZORAM_AIZAWL,Census 2011,Census 2011,4,Mizoram,AIZAWL,Mizoram,AIZAWL,Mizoram,Aizawl,23.84386332,92.91097645,POINT (92.91097644708086 23.8438633218578),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_36A2E3B8492D8728,IND_MIZORAM_CHAMPHAI,Census 2001,Census 2001,95,Mizoram,CHAMPHAI,Mizoram,CHAMPHAI,Mizoram,Champhai,23.54504016,93.2403817,POINT (93.24038170357818 23.545040158141063),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_934FC84702BD8779,IND_MIZORAM_CHAMPHAI,Census 2011,Census 2011,102,Mizoram,CHAMPHAI,Mizoram,CHAMPHAI,Mizoram,Champhai,23.54504016,93.2403817,POINT (93.24038170357818 23.545040158141063),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_5DC644BA5DC625EA,IND_MIZORAM_KOLASIB,Census 2001,Census 2001,266,Mizoram,KOLASIB,Mizoram,KOLASIB,Mizoram,Kolasib,24.23627333,92.7131071,POINT (92.71310710423866 24.236273331286128),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_007E175A50BAFB8D,IND_MIZORAM_KOLASIB,Census 2011,Census 2011,311,Mizoram,KOLASIB,Mizoram,KOLASIB,Mizoram,Kolasib,24.23627333,92.7131071,POINT (92.71310710423866 24.236273331286128),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_2FE03CB971544E7A,IND_MIZORAM_LAWNGTLAI,Census 2001,Census 2001,314,Mizoram,LAWNGTLAI,Mizoram,LAWNGTLAI,Mizoram,Lawngtlai,22.36946824,92.73515342,POINT (92.73515342228899 22.369468244270912),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_D1A815E150B373D1,IND_MIZORAM_LAWNGTLAI,Census 2011,Census 2001,314,Mizoram,LAWNGTLAI,Mizoram,LAWNGTLAI,Mizoram,Lawngtlai,22.36946824,92.73515342,POINT (92.73515342228899 22.369468244270912),geometry.representative_point,alternate_layer_confirmed_name,working_strong,0,1,0,,1
DPV_6D3EB5A45253ABC3,IND_MIZORAM_LUNGLEI,Census 2001,Census 2001,306,Mizoram,LUNGLEI,Mizoram,LUNGLEI,Mizoram,Lunglei,22.95172535,92.76221654,POINT (92.76221653543489 22.951725345731646),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_52C29CAAF8CB9616,IND_MIZORAM_LUNGLEI,Census 2011,Census 2011,346,Mizoram,LUNGLEI,Mizoram,LUNGLEI,Mizoram,Lunglei,22.95172535,92.76221654,POINT (92.76221653543489 22.951725345731646),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_D6BC5FA3B84E0EA5,IND_MIZORAM_MAMIT,Census 2001,Census 2001,273,Mizoram,MAMIT,Mizoram,MAMIT,Mizoram,Mamit,23.75660626,92.45167704,POINT (92.45167704461423 23.756606259788065),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_BDBF751CA8123321,IND_MIZORAM_MAMIT,Census 2011,Census 2011,361,Mizoram,MAMIT,Mizoram,MAMIT,Mizoram,Mamit,23.75660626,92.45167704,POINT (92.45167704461423 23.756606259788065),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_9D05E700E58B6BFD,IND_MIZORAM_SAIHA,Census 2001,Census 2001,411,Mizoram,SAIHA,Mizoram,SAIHA,Mizoram,Saiha,22.37490754,93.07586744,POINT (93.07586743960016 22.374907541667234),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_81F14BA188DE0D6C,IND_MIZORAM_SAIHA,Census 2011,Census 2011,493,Mizoram,SAIHA,Mizoram,SAIHA,Mizoram,Saiha,22.37490754,93.07586744,POINT (93.07586743960016 22.374907541667234),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_1B6CFE7FA82B86A9,IND_MIZORAM_SERCHHIP,Census 2001,Census 2001,425,Mizoram,SERCHHIP,Mizoram,SERCHHIP,Mizoram,Serchhip,23.26566992,92.85285523,POINT (92.8528552277321 23.265669918540766),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_F242DEDEC01AE382,IND_MIZORAM_SERCHHIP,Census 2011,Census 2011,509,Mizoram,SERCHHIP,Mizoram,SERCHHIP,Mizoram,Serchhip,23.26566992,92.85285523,POINT (92.8528552277321 23.265669918540766),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_DC7BE5B1DEFC61AC,IND_NAGALAND_DIMAPUR,Census 2001,Census 2001,562,Nagaland,DIMAPUR,Nagaland,DIMAPUR,Nagaland,Dimapur,25.80442131,93.80985999,POINT (93.80985998665054 25.804421309670925),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_4F3BF28EE517189F,IND_NAGALAND_DIMAPUR,Census 2011,Census 2011,164,Nagaland,DIMAPUR,Nagaland,DIMAPUR,Nagaland,Dimapur,25.80442131,93.80985999,POINT (93.80985998665054 25.804421309670925),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_BB6C6C89ABE893CA,IND_NAGALAND_KIPHIRE,Census 2001,Census 2011,302,Nagaland,KIPHIRE,Nagaland,KIPHIRE,Nagaland,Kiphire,25.8110179,94.84913717,POINT (94.84913716508102 25.8110178985729),geometry.representative_point,alternate_layer_confirmed_name,working_strong,0,1,0,,1
DPV_575B320C6C7B36B2,IND_NAGALAND_KIPHIRE,Census 2011,Census 2011,302,Nagaland,KIPHIRE,Nagaland,KIPHIRE,Nagaland,Kiphire,25.8110179,94.84913717,POINT (94.84913716508102 25.8110178985729),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_6D33ED693E6509FF,IND_NAGALAND_KOHIMA,Census 2001,Census 2001,563,Nagaland,KOHIMA,Nagaland,KOHIMA,Nagaland,Kohima,25.61063209,93.81464248,POINT (93.8146424831746 25.610632089308915),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_8E2E5E7872C3729C,IND_NAGALAND_KOHIMA,Census 2011,Census 2011,308,Nagaland,KOHIMA,Nagaland,KOHIMA,Nagaland,Kohima,25.77175166,94.12446803,POINT (94.1244680264879 25.771751661466233),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_19BB7B522B0486F5,IND_NAGALAND_LONGLENG,Census 2001,Census 2011,341,Nagaland,LONGLENG,Nagaland,LONGLENG,Nagaland,Longleng,26.58557415,94.81155814,POINT (94.81155813874575 26.585574152942073),geometry.representative_point,alternate_layer_confirmed_name,working_strong,0,1,0,,1
DPV_0510F115BAB44C0E,IND_NAGALAND_LONGLENG,Census 2011,Census 2011,341,Nagaland,LONGLENG,Nagaland,LONGLENG,Nagaland,Longleng,26.58557415,94.81155814,POINT (94.81155813874575 26.585574152942073),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_80FC3622E3DE043D,IND_NAGALAND_MOKOKCHUNG,Census 2001,Census 2001,343,Nagaland,MOKOKCHUNG,Nagaland,MOKOKCHUNG,Nagaland,Mokokchung,26.47741477,94.51038541,POINT (94.51038541254968 26.477414765229987),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_B652C1750FA4E388,IND_NAGALAND_MOKOKCHUNG,Census 2011,Census 2011,376,Nagaland,MOKOKCHUNG,Nagaland,MOKOKCHUNG,Nagaland,Mokokchung,26.47741477,94.51038541,POINT (94.51038541309597 26.477414765639413),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_90656B3B468DC9A5,IND_NAGALAND_MON,Census 2001,Census 2001,344,Nagaland,MON,Nagaland,MON,Nagaland,Mon,26.73779455,95.02062182,POINT (95.02062182371041 26.737794547106052),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_62F350C9A74F6783,IND_NAGALAND_MON,Census 2011,Census 2011,377,Nagaland,MON,Nagaland,MON,Nagaland,Mon,26.73779455,95.02062182,POINT (95.02062182385757 26.737794547106052),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_257C0F01049CC434,IND_NAGALAND_PEREN,Census 2001,Census 2011,440,Nagaland,PEREN,Nagaland,PEREN,Nagaland,Peren,25.44793995,93.61878787,POINT (93.61878786934479 25.447939950867674),geometry.representative_point,alternate_layer_confirmed_name,working_strong,0,1,0,,1
DPV_70E0F51319D45435,IND_NAGALAND_PEREN,Census 2011,Census 2011,440,Nagaland,PEREN,Nagaland,PEREN,Nagaland,Peren,25.44793995,93.61878787,POINT (93.61878786934479 25.447939950867674),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_1F95393966A3C59A,IND_NAGALAND_PHEK,Census 2001,Census 2001,390,Nagaland,PHEK,Nagaland,PHEK,Nagaland,Phek,25.68663191,94.39444283,POINT (94.3944428333617 25.686631911902563),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_F1209D38D2B48650,IND_NAGALAND_PHEK,Census 2011,Census 2011,441,Nagaland,PHEK,Nagaland,PHEK,Nagaland,Phek,25.68663191,94.39444283,POINT (94.3944428333617 25.686631911902563),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_49B0FAF218B8D399,IND_NAGALAND_TUENSANG,Census 2001,Census 2001,473,Nagaland,TUENSANG,Nagaland,TUENSANG,Nagaland,Tuensang,26.19131612,94.9091281,POINT (94.9091281027867 26.191316118995765),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_E906E299CDA4D045,IND_NAGALAND_TUENSANG,Census 2011,Census 2011,580,Nagaland,TUENSANG,Nagaland,TUENSANG,Nagaland,Tuensang,26.17853827,94.91189166,POINT (94.91189166374403 26.17853826502824),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_300D2A751326547F,IND_NAGALAND_WOKHA,Census 2001,Census 2001,532,Nagaland,WOKHA,Nagaland,WOKHA,Nagaland,Wokha,26.24015467,94.19311727,POINT (94.19311726922939 26.240154671577237),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_D11B656895391A1D,IND_NAGALAND_WOKHA,Census 2011,Census 2011,620,Nagaland,WOKHA,Nagaland,WOKHA,Nagaland,Wokha,26.24015467,94.19311727,POINT (94.19311726922939 26.240154671577237),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_C8FFDCE34CA5DD38,IND_NAGALAND_ZUNHEBOTO,Census 2001,Census 2001,536,Nagaland,ZUNHEBOTO,Nagaland,ZUNHEBOTO,Nagaland,Zunheboto,26.02306465,94.51876734,POINT (94.51876733854088 26.02306465221237),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
