census_version,source_layer,source_feature_index,raw_state_name,raw_district_name,raw_state_code,raw_district_code,normalized_state_name,normalized_district_name,state_compare_key,district_compare_key,geometry_type,geometry_valid,geometry_area_native
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,357,Uttar Pradesh,Mainpuri,9,17,UTTAR PRADESH,MAINPURI,UTTARPRADESH,MAINPURI,Polygon,True,0.24586956684098502
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,358,Kerala,Malappuram,32,5,KERALA,MALAPPURAM,KERALA,MALAPPURAM,Polygon,True,0.29500507748294297
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,359,West Bengal,Maldah,19,6,WEST BENGAL,MALDAH,WESTBENGAL,MALDAH,Polygon,True,0.3221150218393051
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,360,Odisha,Malkangiri,21,30,ODISHA,MALKANGIRI,ODISHA,MALKANGIRI,Polygon,True,0.4972282672738799
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,361,Mizoram,Mamit,15,1,MIZORAM,MAMIT,MIZORAM,MAMIT,Polygon,True,0.26874512770046743
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,362,Himachal Pradesh,Mandi,2,5,HIMACHAL PRADESH,MANDI,HIMACHALPRADESH,MANDI,Polygon,True,0.3760107323839452
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,363,Madhya Pradesh,Mandla,23,37,MADHYA PRADESH,MANDLA,MADHYAPRADESH,MANDLA,Polygon,True,0.6629174344898905
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,364,Madhya Pradesh,Mandsaur,23,16,MADHYA PRADESH,MANDSAUR,MADHYAPRADESH,MANDSAUR,Polygon,True,0.5013468180826369
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,365,Karnataka,Mandya,29,19,KARNATAKA,MANDYA,KARNATAKA,MANDYA,MultiPolygon,True,0.41158366089096343
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,366,Punjab,Mansa,3,13,PUNJAB,MANSA,PUNJAB,MANSA,Polygon,True,0.2065416762074312
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,367,Assam,Marigaon,18,5,ASSAM,MARIGAON,ASSAM,MARIGAON,Polygon,True,0.1397061344758339
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,368,Uttar Pradesh,Mathura,9,14,UTTAR PRADESH,MATHURA,UTTARPRADESH,MATHURA,Polygon,True,0.3065925326262821
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,369,Uttar Pradesh,Mau,9,61,UTTAR PRADESH,MAU,UTTARPRADESH,MAU,Polygon,True,0.15278827838922526
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,370,Odisha,Mayurbhanj,21,7,ODISHA,MAYURBHANJ,ODISHA,MAYURBHANJ,Polygon,True,0.9109984458095496
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,371,Andhra Pradesh,Medak,28,4,ANDHRA PRADESH,MEDAK,ANDHRAPRADESH,MEDAK,Polygon,True,0.8322282369862103
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,372,Uttar Pradesh,Meerut,9,7,UTTAR PRADESH,MEERUT,UTTARPRADESH,MEERUT,Polygon,True,0.24203202281970393
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,373,Haryana,Mewat,6,19,HARYANA,MEWAT,HARYANA,MEWAT,Polygon,True,0.13456342000737231
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,374,Uttar Pradesh,Mirzapur,9,68,UTTAR PRADESH,MIRZAPUR,UTTARPRADESH,MIRZAPUR,Polygon,True,0.40347653773894926
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,375,Punjab,Moga,3,8,PUNJAB,MOGA,PUNJAB,MOGA,Polygon,True,0.2211011071163149
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,376,Nagaland,Mokokchung,13,2,NAGALAND,MOKOKCHUNG,NAGALAND,MOKOKCHUNG,Polygon,True,0.14535734478254939
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,377,Nagaland,Mon,13,1,NAGALAND,MON,NAGALAND,MON,Polygon,True,0.1670479644720851
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,378,Uttar Pradesh,Moradabad,9,4,UTTAR PRADESH,MORADABAD,UTTARPRADESH,MORADABAD,Polygon,True,0.33498182519291403
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,379,Madhya Pradesh,Morena,23,2,MADHYA PRADESH,MORENA,MADHYAPRADESH,MORENA,Polygon,True,0.451009084328432
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,380,Punjab,Muktsar,3,10,PUNJAB,MUKTSAR,PUNJAB,MUKTSAR,Polygon,True,0.24422312047025044
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,381,Maharashtra,Mumbai,27,23,MAHARASHTRA,MUMBAI,MAHARASHTRA,MUMBAI,Polygon,True,0.012803863245530159
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,382,Maharashtra,Mumbai Suburban,27,22,MAHARASHTRA,MUMBAI SUBURBAN,MAHARASHTRA,MUMBAISUBURBAN,Polygon,True,0.038865529699441695
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,383,Bihar,Munger,10,24,BIHAR,MUNGER,BIHAR,MUNGER,Polygon,True,0.1281436429768761
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,384,West Bengal,Murshidabad,19,7,WEST BENGAL,MURSHIDABAD,WESTBENGAL,MURSHIDABAD,Polygon,True,0.47415891904556295
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,385,Uttar Pradesh,Muzaffarnagar,9,2,UTTAR PRADESH,MUZAFFARNAGAR,UTTARPRADESH,MUZAFFARNAGAR,Polygon,True,0.3769239199241191
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,386,Bihar,Muzaffarpur,10,14,BIHAR,MUZAFFARPUR,BIHAR,MUZAFFARPUR,Polygon,True,0.2872639403096493
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,387,Karnataka,Mysore,29,23,KARNATAKA,MYSORE,KARNATAKA,MYSORE,Polygon,True,0.5239793114334382
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,388,Odisha,Nabarangapur,21,28,ODISHA,NABARANGAPUR,ODISHA,NABARANGAPUR,Polygon,True,0.45616890680657934
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,389,West Bengal,Nadia,19,10,WEST BENGAL,NADIA,WESTBENGAL,NADIA,MultiPolygon,True,0.3463789491816018
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,390,Assam,Nagaon,18,6,ASSAM,NAGAON,ASSAM,NAGAON,Polygon,True,0.36078621921936743
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,391,Rajasthan,Nagaur,8,14,RAJASTHAN,NAGAUR,RAJASTHAN,NAGAUR,Polygon,True,1.6065136148218098
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,392,Maharashtra,Nagpur,27,9,MAHARASHTRA,NAGPUR,MAHARASHTRA,NAGPUR,Polygon,True,0.8631244495720827
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,393,Uttarakhand,Nainital,5,11,UTTARAKHAND,NAINITAL,UTTARAKHAND,NAINITAL,Polygon,True,0.38453498110154
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,394,Bihar,Nalanda,10,27,BIHAR,NALANDA,BIHAR,NALANDA,Polygon,True,0.2090304166337204
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,395,Assam,Nalbari,18,24,ASSAM,NALBARI,ASSAM,NALBARI,Polygon,True,0.09330153792000057
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,396,Andhra Pradesh,Nalgonda,28,8,ANDHRA PRADESH,NALGONDA,ANDHRAPRADESH,NALGONDA,Polygon,True,1.1960264501853826
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,397,Tamil Nadu,Namakkal,33,8,TAMIL NADU,NAMAKKAL,TAMILNADU,NAMAKKAL,Polygon,True,0.28206671468577665
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,398,Maharashtra,Nanded,27,15,MAHARASHTRA,NANDED,MAHARASHTRA,NANDED,Polygon,True,0.9097685518648682
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,399,Maharashtra,Nandurbar,27,1,MAHARASHTRA,NANDURBAR,MAHARASHTRA,NANDURBAR,Polygon,True,0.5145393202414198
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,400,Chhattisgarh,Narayanpur,22,16,CHHATTISGARH,NARAYANPUR,CHHATTISGARH,NARAYANPUR,Polygon,True,0.36789192940839
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,401,Gujarat,Narmada,24,20,GUJARAT,NARMADA,GUJARAT,NARMADA,Polygon,True,0.2465343046017101
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,402,Madhya Pradesh,Narsimhapur,23,35,MADHYA PRADESH,NARSIMHAPUR,MADHYAPRADESH,NARSIMHAPUR,Polygon,True,0.45284251744677256
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,403,Maharashtra,Nashik,27,20,MAHARASHTRA,NASHIK,MAHARASHTRA,NASHIK,Polygon,True,1.3451230339178144
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,404,Gujarat,Navsari,24,23,GUJARAT,NAVSARI,GUJARAT,NAVSARI,Polygon,True,0.19314377596933205
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,405,Bihar,Nawada,10,35,BIHAR,NAWADA,BIHAR,NAWADA,Polygon,True,0.22157199404994327
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,406,Odisha,Nayagarh,21,16,ODISHA,NAYAGARH,ODISHA,NAYAGARH,Polygon,True,0.336127637328836
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,407,Madhya Pradesh,Neemuch,23,15,MADHYA PRADESH,NEEMUCH,MADHYAPRADESH,NEEMUCH,Polygon,True,0.3709775830652459
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,408,Andhra Pradesh,Sri Potti Sriramulu Nellore,28,19,ANDHRA PRADESH,SRI POTTI SRIRAMULU NELLORE,ANDHRAPRADESH,SRIPOTTISRIRAMULUNELLORE,Polygon,True,1.0999441747257663
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,409,NCT of Delhi,New Delhi,7,5,NCT OF DELHI,NEW DELHI,NCTOFDELHI,NEWDELHI,Polygon,True,0.0035520312287240056
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,410,Andhra Pradesh,Nizamabad,28,2,ANDHRA PRADESH,NIZAMABAD,ANDHRAPRADESH,NIZAMABAD,Polygon,True,0.6769030192070216
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,411,NCT of Delhi,North,7,2,NCT OF DELHI,NORTH,NCTOFDELHI,NORTH,Polygon,True,0.0063788640824329395
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,412,Sikkim,North,11,1,SIKKIM,NORTH,SIKKIM,NORTH,Polygon,True,0.3900118895936034
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,413,West Bengal,North 24 Parganas,19,11,WEST BENGAL,NORTH 24 PARGANAS,WESTBENGAL,NORTH24PARGANAS,MultiPolygon,True,0.5090637844273669
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,414,Assam,Dima Hasao,18,16,ASSAM,DIMA HASAO,ASSAM,DIMAHASAO,Polygon,True,0.4399750769817299
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,415,NCT of Delhi,North East,7,3,NCT OF DELHI,NORTH EAST,NCTOFDELHI,NORTHEAST,Polygon,True,0.005773576461332195
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,416,Goa,North Goa,30,1,GOA,NORTH GOA,GOA,NORTHGOA,Polygon,True,0.14156435011777574
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,417,Tripura,North Tripura,16,4,TRIPURA,NORTH TRIPURA,TRIPURA,NORTHTRIPURA,Polygon,True,0.1816556760213409
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,418,NCT of Delhi,North West,7,1,NCT OF DELHI,NORTH WEST,NCTOFDELHI,NORTHWEST,Polygon,True,0.040938679992283525
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,419,Odisha,Nuapada,21,25,ODISHA,NUAPADA,ODISHA,NUAPADA,Polygon,True,0.33446419676633876
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,420,Maharashtra,Osmanabad,27,29,MAHARASHTRA,OSMANABAD,MAHARASHTRA,OSMANABAD,Polygon,True,0.6460778783748788
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,421,Jharkhand,Pakur,20,8,JHARKHAND,PAKUR,JHARKHAND,PAKUR,Polygon,True,0.16164765954608443
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,422,Kerala,Palakkad,32,6,KERALA,PALAKKAD,KERALA,PALAKKAD,Polygon,True,0.3709913803017621
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,423,Jharkhand,Palamu,20,13,JHARKHAND,PALAMU,JHARKHAND,PALAMU,Polygon,True,0.3925697295679866
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,424,Rajasthan,Pali,8,20,RAJASTHAN,PALI,RAJASTHAN,PALI,Polygon,True,1.1112574660912922
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,425,Haryana,Palwal,6,21,HARYANA,PALWAL,HARYANA,PALWAL,Polygon,True,0.12146472422485938
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,426,Gujarat,Panch Mahals,24,17,GUJARAT,PANCH MAHALS,GUJARAT,PANCHMAHALS,Polygon,True,0.4663037287052722
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,427,Haryana,Panchkula,6,1,HARYANA,PANCHKULA,HARYANA,PANCHKULA,Polygon,True,0.07991340015510648
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,428,Haryana,Panipat,6,7,HARYANA,PANIPAT,HARYANA,PANIPAT,Polygon,True,0.11393670735784961
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,429,Madhya Pradesh,Panna,23,9,MADHYA PRADESH,PANNA,MADHYAPRADESH,PANNA,MultiPolygon,True,0.6317511534216543
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,430,Arunanchal Pradesh,Papum Pare,12,4,ARUNANCHAL PRADESH,PAPUM PARE,ARUNANCHALPRADESH,PAPUMPARE,Polygon,True,0.344635918622378
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,431,Maharashtra,Parbhani,27,17,MAHARASHTRA,PARBHANI,MAHARASHTRA,PARBHANI,Polygon,True,0.5447170137753485
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,432,Bihar,Pashchim Champaran,10,1,BIHAR,PASHCHIM CHAMPARAN,BIHAR,PASHCHIMCHAMPARAN,Polygon,True,0.47752024557177436
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,433,West Bengal,Pashchim Medinipur,19,18,WEST BENGAL,PASHCHIM MEDINIPUR,WESTBENGAL,PASHCHIMMEDINIPUR,Polygon,True,0.8224118551164311
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,434,Jharkhand,Pashchimi Singhbhum,20,23,JHARKHAND,PASHCHIMI SINGHBHUM,JHARKHAND,PASHCHIMISINGHBHUM,Polygon,True,0.6327732983422788
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,435,Gujarat,Patan,24,3,GUJARAT,PATAN,GUJARAT,PATAN,Polygon,True,0.5004036906448551
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,436,Kerala,Pathanamthitta,32,12,KERALA,PATHANAMTHITTA,KERALA,PATHANAMTHITTA,Polygon,True,0.21760517374827137
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,437,Punjab,Patiala,3,14,PUNJAB,PATIALA,PUNJAB,PATIALA,MultiPolygon,True,0.31215252052005193
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,438,Bihar,Patna,10,28,BIHAR,PATNA,BIHAR,PATNA,MultiPolygon,True,0.287507277187844
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,439,Tamil Nadu,Perambalur,33,14,TAMIL NADU,PERAMBALUR,TAMILNADU,PERAMBALUR,Polygon,True,0.14520608360482548
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,440,Nagaland,Peren,13,11,NAGALAND,PEREN,NAGALAND,PEREN,Polygon,True,0.1564387606543153
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,441,Nagaland,Phek,13,6,NAGALAND,PHEK,NAGALAND,PHEK,Polygon,True,0.18444775937095484
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,442,Uttar Pradesh,Pilibhit,9,20,UTTAR PRADESH,PILIBHIT,UTTARPRADESH,PILIBHIT,Polygon,True,0.33123644615924275
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,443,Uttarakhand,Pithoragarh,5,7,UTTARAKHAND,PITHORAGARH,UTTARAKHAND,PITHORAGARH,Polygon,True,0.6780247073813189
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,444,Gujarat,Porbandar,24,11,GUJARAT,PORBANDAR,GUJARAT,PORBANDAR,Polygon,True,0.1996231374329339
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,445,Andhra Pradesh,Prakasam,28,18,ANDHRA PRADESH,PRAKASAM,ANDHRAPRADESH,PRAKASAM,Polygon,True,1.4927575321707032
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,446,Rajasthan,Pratapgarh,8,33,RAJASTHAN,PRATAPGARH,RAJASTHAN,PRATAPGARH,Polygon,True,0.3822990273197489
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,447,Uttar Pradesh,Pratapgarh,9,42,UTTAR PRADESH,PRATAPGARH,UTTARPRADESH,PRATAPGARH,Polygon,True,0.3343956750655363
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,448,Tamil Nadu,Pudukkottai,33,20,TAMIL NADU,PUDUKKOTTAI,TAMILNADU,PUDUKKOTTAI,MultiPolygon,True,0.38450923521482566
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,449,Jammu & Kashmir,Pulwama,1,12,JAMMU & KASHMIR,PULWAMA,JAMMUKASHMIR,PULWAMA,Polygon,True,0.059791202313793645
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,450,Jammu & Kashmir,Punch,1,5,JAMMU & KASHMIR,PUNCH,JAMMUKASHMIR,PUNCH,Polygon,True,0.23315736642542076
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,451,Maharashtra,Pune,27,25,MAHARASHTRA,PUNE,MAHARASHTRA,PUNE,Polygon,True,1.339949770648721
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,452,Bihar,Purba Champaran,10,2,BIHAR,PURBA CHAMPARAN,BIHAR,PURBACHAMPARAN,Polygon,True,0.3606107021751505
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,453,West Bengal,Purba Medinipur,19,19,WEST BENGAL,PURBA MEDINIPUR,WESTBENGAL,PURBAMEDINIPUR,MultiPolygon,True,0.3538052285118513
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,454,Jharkhand,Purbi Singhbhum,20,12,JHARKHAND,PURBI SINGHBHUM,JHARKHAND,PURBISINGHBHUM,Polygon,True,0.3134207128299604
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,455,Odisha,Puri,21,18,ODISHA,PURI,ODISHA,PURI,Polygon,True,0.306420425842886
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,456,Bihar,Purnia,10,9,BIHAR,PURNIA,BIHAR,PURNIA,Polygon,True,0.2917535067666781
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,457,West Bengal,Puruliya,19,14,WEST BENGAL,PURULIYA,WESTBENGAL,PURULIYA,Polygon,True,0.550957898045914
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,458,Uttar Pradesh,Rae Bareli,9,27,UTTAR PRADESH,RAE BARELI,UTTARPRADESH,RAEBARELI,Polygon,True,0.4171630914618874
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,459,Karnataka,Raichur,29,5,KARNATAKA,RAICHUR,KARNATAKA,RAICHUR,Polygon,True,0.7137449995063674
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,460,Chhattisgarh,Raigarh,22,4,CHHATTISGARH,RAIGARH,CHHATTISGARH,RAIGARH,MultiPolygon,True,0.6199636275531146
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,461,Maharashtra,Raigarh,27,24,MAHARASHTRA,RAIGARH,MAHARASHTRA,RAIGARH,Polygon,True,0.6123086570505543
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,462,Chhattisgarh,Raipur,22,11,CHHATTISGARH,RAIPUR,CHHATTISGARH,RAIPUR,Polygon,True,1.081528591439141
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,463,Madhya Pradesh,Raisen,23,29,MADHYA PRADESH,RAISEN,MADHYAPRADESH,RAISEN,Polygon,True,0.749675476812038
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,464,Jammu & Kashmir,Rajouri,1,6,JAMMU & KASHMIR,RAJOURI,JAMMUKASHMIR,RAJOURI,Polygon,True,0.186792324641762
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,465,Madhya Pradesh,Rajgarh,23,25,MADHYA PRADESH,RAJGARH,MADHYAPRADESH,RAJGARH,Polygon,True,0.5430624689324561
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,466,Gujarat,Rajkot,24,9,GUJARAT,RAJKOT,GUJARAT,RAJKOT,Polygon,True,0.98111261238401
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,467,Chhattisgarh,Rajnandgaon,22,9,CHHATTISGARH,RAJNANDGAON,CHHATTISGARH,RAJNANDGAON,Polygon,True,0.699882164506198
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,468,Rajasthan,Rajsamand,8,25,RAJASTHAN,RAJSAMAND,RAJASTHAN,RAJSAMAND,MultiPolygon,True,0.43020900074060214
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,469,Karnataka,Ramanagara,29,30,KARNATAKA,RAMANAGARA,KARNATAKA,RAMANAGARA,Polygon,True,0.2926297270872515
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,470,Tamil Nadu,Ramanathapuram,33,25,TAMIL NADU,RAMANATHAPURAM,TAMILNADU,RAMANATHAPURAM,Polygon,True,0.3250094104609598
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,471,Jammu & Kashmir,Ramban,1,17,JAMMU & KASHMIR,RAMBAN,JAMMUKASHMIR,RAMBAN,Polygon,True,0.10768818220089683
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,472,Jharkhand,Ramgarh,20,16,JHARKHAND,RAMGARH,JHARKHAND,RAMGARH,Polygon,True,0.11972990799907854
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,473,Uttar Pradesh,Rampur,9,5,UTTAR PRADESH,RAMPUR,UTTARPRADESH,RAMPUR,Polygon,True,0.2377341405559874
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,474,Jharkhand,Ranchi,20,19,JHARKHAND,RANCHI,JHARKHAND,RANCHI,Polygon,True,0.4355680648928402
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,475,Andhra Pradesh,Rangareddy,28,6,ANDHRA PRADESH,RANGAREDDY,ANDHRAPRADESH,RANGAREDDY,Polygon,True,0.6417892949684024
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,476,Madhya Pradesh,Ratlam,23,17,MADHYA PRADESH,RATLAM,MADHYAPRADESH,RATLAM,Polygon,True,0.4265907469746608
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,477,Maharashtra,Ratnagiri,27,32,MAHARASHTRA,RATNAGIRI,MAHARASHTRA,RATNAGIRI,MultiPolygon,True,0.702037189322813
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,478,Odisha,Rayagada,21,27,ODISHA,RAYAGADA,ODISHA,RAYAGADA,Polygon,True,0.6332096973695834
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,479,Jammu & Kashmir,Reasi,1,20,JAMMU & KASHMIR,REASI,JAMMUKASHMIR,REASI,Polygon,True,0.22087830729090205
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,480,Madhya Pradesh,Rewa,23,13,MADHYA PRADESH,REWA,MADHYAPRADESH,REWA,Polygon,True,0.5630324320284643
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,481,Haryana,Rewari,6,17,HARYANA,REWARI,HARYANA,REWARI,Polygon,True,0.13719412749773618
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,482,Meghalaya,Ri Bhoi,17,5,MEGHALAYA,RI BHOI,MEGHALAYA,RIBHOI,Polygon,True,0.21795828948195672
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,483,Haryana,Rohtak,6,14,HARYANA,ROHTAK,HARYANA,ROHTAK,Polygon,True,0.15917296386806631
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,484,Bihar,Rohtas,10,32,BIHAR,ROHTAS,BIHAR,ROHTAS,Polygon,True,0.3453691951738234
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,485,Uttarakhand,Rudraprayag,5,3,UTTARAKHAND,RUDRAPRAYAG,UTTARAKHAND,RUDRAPRAYAG,Polygon,True,0.1727110988918735
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,486,Punjab,Rupnagar,3,17,PUNJAB,RUPNAGAR,PUNJAB,RUPNAGAR,Polygon,True,0.13077054663809623
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,487,Gujarat,Sabar Kantha,24,5,GUJARAT,SABAR KANTHA,GUJARAT,SABARKANTHA,Polygon,True,0.6572595282760674
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,488,Madhya Pradesh,Sagar,23,10,MADHYA PRADESH,SAGAR,MADHYAPRADESH,SAGAR,Polygon,True,0.9087511396112011
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,489,Uttar Pradesh,Saharanpur,9,1,UTTAR PRADESH,SAHARANPUR,UTTARPRADESH,SAHARANPUR,Polygon,True,0.34809258701658924
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,490,Bihar,Saharsa,10,12,BIHAR,SAHARSA,BIHAR,SAHARSA,Polygon,True,0.15181261601988838
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,491,Jharkhand,Sahibganj,20,7,JHARKHAND,SAHIBGANJ,JHARKHAND,SAHIBGANJ,Polygon,True,0.1960963980113389
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,492,Punjab,Sahibzada Ajit Singh Nagar,3,18,PUNJAB,SAHIBZADA AJIT SINGH NAGAR,PUNJAB,SAHIBZADAAJITSINGHNAGAR,Polygon,True,0.10426724627968402
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,493,Mizoram,Saiha,15,8,MIZORAM,SAIHA,MIZORAM,SAIHA,Polygon,True,0.17299996118316327
