model_run_id,phase,application_track,experiment_family,model_name,model_family,feature_set,target_strategy,fold_id,fit_start_year,fit_end_year,evaluation_start_year,evaluation_end_year,hyperparameters_json,preprocessing_family,training_scope,fit_rows,evaluation_rows,fit_seconds,predict_seconds,mae,rmse,r2,median_ae,lag_subset_rows,lag_subset_mae,lag_subset_rmse,baseline_fold_mae,mae_improvement_over_lag_baseline,time_cv_mean_mae,time_cv_std_mae,time_cv_worst_fold_mae,status,warning_count,warning_summary,error_type,error_message,random_state,test_data_accessed
cv_direct_tree_depth_16_leaf_10_core_with_lag,cv-direct,,direct,DecisionTree,tree,core_with_lag,direct,fold_3,1997,2008,2009,2010,"{""max_depth"": 16, ""min_samples_leaf"": 10}",tree,full_train,171502,30662,6.506127700005891,0.0670940999989397,1.474431245259611,6.237529756716617,0.7610285804442406,0.323206595561526,25900,1.2981276241361923,6.1647614997603215,1.1219907041916857,-0.3524405410679254,,,,completed,0,,,,42,False
cv_direct_tree_depth_none_leaf_20_core_with_lag,cv-direct,,direct,DecisionTree,tree,core_with_lag,direct,fold_1,1997,2004,2005,2006,"{""max_depth"": null, ""min_samples_leaf"": 20}",tree,full_train,112384,29022,4.555018499988364,0.0688155000098049,1.552474457291496,6.130821982691394,0.7525173867847413,0.246500050875869,24402,1.1320855376612429,4.568615652719694,1.0469628406265556,-0.5055116166649405,,,,completed,0,,,,42,False
cv_direct_tree_depth_none_leaf_20_core_with_lag,cv-direct,,direct,DecisionTree,tree,core_with_lag,direct,fold_2,1997,2006,2007,2008,"{""max_depth"": null, ""min_samples_leaf"": 20}",tree,full_train,141406,30096,6.2402470000088215,0.0710895000083837,1.3602198212722951,4.904942959497655,0.8378855021680132,0.2601967187933643,25723,1.0681381728028578,4.453349678575674,1.0556765933106236,-0.3045432279616715,,,,completed,0,,,,42,False
cv_direct_tree_depth_none_leaf_20_core_with_lag,cv-direct,,direct,DecisionTree,tree,core_with_lag,direct,fold_3,1997,2008,2009,2010,"{""max_depth"": null, ""min_samples_leaf"": 20}",tree,full_train,171502,30662,8.379013500001747,0.0675398999883327,1.6043135464613596,6.856833291127596,0.7112194868363291,0.2761568141606737,25900,1.4768179818685276,6.801432136483549,1.1219907041916857,-0.4823228422696741,,,,completed,0,,,,42,False
cv_direct_tree_depth_none_leaf_50_core_with_lag,cv-direct,,direct,DecisionTree,tree,core_with_lag,direct,fold_1,1997,2004,2005,2006,"{""max_depth"": null, ""min_samples_leaf"": 50}",tree,full_train,112384,29022,4.184809600003064,0.0680893999815452,1.5386289996022744,6.250324108144545,0.7427754847260675,0.2395884031211827,24402,1.0657355534243411,4.21852017258704,1.0469628406265556,-0.4916661589757187,,,,completed,0,,,,42,False
cv_direct_tree_depth_none_leaf_50_core_with_lag,cv-direct,,direct,DecisionTree,tree,core_with_lag,direct,fold_2,1997,2006,2007,2008,"{""max_depth"": null, ""min_samples_leaf"": 50}",tree,full_train,141406,30096,5.815358200023184,0.0866532000072766,1.3335932803509167,4.594824220897442,0.857737074177144,0.2582678193338605,25723,1.039820488748885,4.143867449028718,1.0556765933106236,-0.2779166870402931,,,,completed,0,,,,42,False
cv_direct_tree_depth_none_leaf_50_core_with_lag,cv-direct,,direct,DecisionTree,tree,core_with_lag,direct,fold_3,1997,2008,2009,2010,"{""max_depth"": null, ""min_samples_leaf"": 50}",tree,full_train,171502,30662,7.4729335999873,0.0655612999980803,1.3805069173801787,5.3013211187379445,0.8273808690460849,0.2759347106367,25900,1.213399981712145,5.026823927916271,1.1219907041916857,-0.2585162131884932,,,,completed,0,,,,42,False
cv_direct_rf_150_depth_15_leaf_5_maxfeat_sqrt_core_with_lag,cv-direct,,direct,RandomForest,tree,core_with_lag,direct,fold_1,1997,2004,2005,2006,"{""max_depth"": 15, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 150, ""n_jobs"": -1}",tree,full_train,112384,29022,6.470023599977139,0.220806099998299,1.6739524562877606,4.365310823038959,0.8745306564826483,0.4233427337816172,24402,1.259811101566105,3.4385496995524543,1.0469628406265556,-0.6269896156612049,,,,completed,0,,,,42,False
cv_direct_rf_150_depth_15_leaf_5_maxfeat_sqrt_core_with_lag,cv-direct,,direct,RandomForest,tree,core_with_lag,direct,fold_2,1997,2006,2007,2008,"{""max_depth"": 15, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 150, ""n_jobs"": -1}",tree,full_train,141406,30096,9.04629460000433,0.1672366999846417,1.6106162530874248,4.608071635086469,0.8569155704176432,0.4627550594253548,25723,1.338060614752277,4.105555991780734,1.0556765933106236,-0.5549396597768013,,,,completed,0,,,,42,False
cv_direct_rf_150_depth_15_leaf_5_maxfeat_sqrt_core_with_lag,cv-direct,,direct,RandomForest,tree,core_with_lag,direct,fold_3,1997,2008,2009,2010,"{""max_depth"": 15, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 150, ""n_jobs"": -1}",tree,full_train,171502,30662,11.324801899987506,0.1749544999911449,1.7497961081056352,5.1791141413543045,0.8352476312876485,0.4948975116528541,25900,1.5097765208475462,4.953816639569523,1.1219907041916857,-0.6278054039139498,,,,completed,0,,,,42,False
cv_direct_rf_200_depth_25_leaf_5_maxfeat_sqrt_core_with_lag,cv-direct,,direct,RandomForest,tree,core_with_lag,direct,fold_1,1997,2004,2005,2006,"{""max_depth"": 25, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 200, ""n_jobs"": -1}",tree,full_train,112384,29022,11.84418509999523,0.1768062000046484,1.6111688809002938,4.414052313260363,0.8717131229248363,0.3721582929210241,24402,1.2010046309477684,3.4838557042043163,1.0469628406265556,-0.5642060402737381,,,,completed,0,,,,42,False
cv_direct_rf_200_depth_25_leaf_5_maxfeat_sqrt_core_with_lag,cv-direct,,direct,RandomForest,tree,core_with_lag,direct,fold_2,1997,2006,2007,2008,"{""max_depth"": 25, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 200, ""n_jobs"": -1}",tree,full_train,141406,30096,17.020465300010983,0.2008561000111512,1.4771723853375247,4.436076354569229,0.8673974248271306,0.383574052784774,25723,1.1972532084105338,3.9511624442200177,1.0556765933106236,-0.4214957920269011,,,,completed,0,,,,42,False
cv_direct_rf_200_depth_25_leaf_5_maxfeat_sqrt_core_with_lag,cv-direct,,direct,RandomForest,tree,core_with_lag,direct,fold_3,1997,2008,2009,2010,"{""max_depth"": 25, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 200, ""n_jobs"": -1}",tree,full_train,171502,30662,23.230201600003056,0.2294885000155773,1.6341257269314795,5.13140013687742,0.8382693003457706,0.3968882062782218,25900,1.413713264522629,5.0088603450606985,1.1219907041916857,-0.512135022739794,,,,completed,0,,,,42,False
cv_direct_rf_250_depth_none_leaf_10_maxfeat_sqrt_core_with_lag,cv-direct,,direct,RandomForest,tree,core_with_lag,direct,fold_1,1997,2004,2005,2006,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10, ""n_estimators"": 250, ""n_jobs"": -1}",tree,full_train,112384,29022,16.58898150001187,0.2263728000107221,1.6560968448709237,4.447815384544732,0.8697430854435915,0.3916097111345711,24402,1.2277799475666344,3.452968221114068,1.0469628406265556,-0.6091340042443678,,,,completed,0,,,,42,False
cv_direct_rf_250_depth_none_leaf_10_maxfeat_sqrt_core_with_lag,cv-direct,,direct,RandomForest,tree,core_with_lag,direct,fold_2,1997,2006,2007,2008,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10, ""n_estimators"": 250, ""n_jobs"": -1}",tree,full_train,141406,30096,22.041208000009647,0.2209203000238631,1.5055243500183986,4.502035681260799,0.8634248147431118,0.4103362981636982,25723,1.2263597288889505,4.007381620920056,1.0556765933106236,-0.449847756707775,,,,completed,0,,,,42,False
cv_direct_rf_250_depth_none_leaf_10_maxfeat_sqrt_core_with_lag,cv-direct,,direct,RandomForest,tree,core_with_lag,direct,fold_3,1997,2008,2009,2010,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10, ""n_estimators"": 250, ""n_jobs"": -1}",tree,full_train,171502,30662,28.791391800012207,0.2567441999854054,1.6400378246862546,5.111394886130217,0.8395278871773151,0.4125765017423932,25900,1.406361144210537,4.949140857804554,1.1219907041916857,-0.5180471204945691,,,,completed,0,,,,42,False
cv_direct_rf_200_depth_none_leaf_20_maxfeat_0_5_core_with_lag,cv-direct,,direct,RandomForest,tree,core_with_lag,direct,fold_1,1997,2004,2005,2006,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 20, ""n_estimators"": 200, ""n_jobs"": -1}",tree,full_train,112384,29022,40.62422040000092,0.1895863999961875,1.277542012975337,4.120799380113406,0.8881926834162693,0.2450678165480142,24402,0.9164703442549684,3.2548603979642907,1.0469628406265556,-0.2305791723487813,,,,completed,0,,,,42,False
cv_direct_rf_200_depth_none_leaf_20_maxfeat_0_5_core_with_lag,cv-direct,,direct,RandomForest,tree,core_with_lag,direct,fold_2,1997,2006,2007,2008,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 20, ""n_estimators"": 200, ""n_jobs"": -1}",tree,full_train,141406,30096,53.10506460000761,0.1668624999874737,1.2054848468696335,4.121099083366267,0.885559421214489,0.2552380298071656,25723,0.9185393372038112,3.698698787864945,1.0556765933106236,-0.1498082535590099,,,,completed,0,,,,42,False
cv_direct_rf_200_depth_none_leaf_20_maxfeat_0_5_core_with_lag,cv-direct,,direct,RandomForest,tree,core_with_lag,direct,fold_3,1997,2008,2009,2010,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 20, ""n_estimators"": 200, ""n_jobs"": -1}",tree,full_train,171502,30662,67.92393710001488,0.185544599982677,1.29568393324813,4.78889994148628,0.8591385260154775,0.2703625854292781,25900,1.0883562778560978,4.62087601629579,1.1219907041916857,-0.1736932290564445,,,,completed,0,,,,42,False
cv_residual_ridge_alpha_0_1_residual_lag_corrector,cv-residual,,residual,Ridge,linear,residual_lag_corrector,residual,fold_1,1997,2004,2005,2006,"{""alpha"": 0.1, ""solver"": ""auto""}",linear,full_train,80341,29022,1.9692095000064,0.1204523000051267,2.3026453440547137,5.658191558442307,0.7892038987584381,0.970394004333854,24402,2.275394505369235,5.49673290313679,1.0469628406265556,-1.255682503428158,,,,completed,0,,,,42,False
cv_residual_ridge_alpha_0_1_residual_lag_corrector,cv-residual,,residual,Ridge,linear,residual_lag_corrector,residual,fold_2,1997,2006,2007,2008,"{""alpha"": 0.1, ""solver"": ""auto""}",linear,full_train,104743,30096,2.9008095000172034,0.1403568999958224,2.359408466793931,5.846740384997623,0.7696535342888124,1.001208459086215,25723,2.3722896525314265,5.854165523782932,1.0556765933106236,-1.3037318734833072,,,,completed,0,,,,42,False
cv_residual_ridge_alpha_0_1_residual_lag_corrector,cv-residual,,residual,Ridge,linear,residual_lag_corrector,residual,fold_3,1997,2008,2009,2010,"{""alpha"": 0.1, ""solver"": ""auto""}",linear,full_train,130466,30662,3.251495100033935,0.1131161999655887,2.313514871068971,6.139908039436929,0.7684501865009339,0.932330043876722,25900,2.4252119988901373,6.234821200961353,1.1219907041916857,-1.1915241668772854,,,,completed,0,,,,42,False
cv_residual_ridge_alpha_1_0_residual_lag_corrector,cv-residual,,residual,Ridge,linear,residual_lag_corrector,residual,fold_1,1997,2004,2005,2006,"{""alpha"": 1.0, ""solver"": ""auto""}",linear,full_train,80341,29022,1.838262900011614,0.1119924000231549,2.3000637401782047,5.658477651177345,0.7891825814321648,0.9685990778363116,24402,2.2723241296744536,5.497083153746337,1.0469628406265556,-1.253100899551649,,,,completed,0,,,,42,False
cv_residual_ridge_alpha_1_0_residual_lag_corrector,cv-residual,,residual,Ridge,linear,residual_lag_corrector,residual,fold_2,1997,2006,2007,2008,"{""alpha"": 1.0, ""solver"": ""auto""}",linear,full_train,104743,30096,2.6929630000377074,0.1004711000132374,2.357471203188997,5.846283309667795,0.7696895480552687,1.00046056075452,25723,2.3700230473355286,5.853631418848859,1.0556765933106236,-1.3017946098783737,,,,completed,0,,,,42,False
cv_residual_ridge_alpha_1_0_residual_lag_corrector,cv-residual,,residual,Ridge,linear,residual_lag_corrector,residual,fold_3,1997,2008,2009,2010,"{""alpha"": 1.0, ""solver"": ""auto""}",linear,full_train,130466,30662,3.289310199965257,0.1121565999928861,2.3121040200092966,6.139473258160716,0.7684829785096445,0.932459394165237,25900,2.4235417473383336,6.234314313336401,1.1219907041916857,-1.1901133158176112,,,,completed,0,,,,42,False
cv_residual_ridge_alpha_10_0_residual_lag_corrector,cv-residual,,residual,Ridge,linear,residual_lag_corrector,residual,fold_1,1997,2004,2005,2006,"{""alpha"": 10.0, ""solver"": ""auto""}",linear,full_train,80341,29022,1.6469410000136122,0.1045113999862223,2.28831722913138,5.663315400673846,0.7888219480956056,0.9635249883929582,24402,2.258353666450089,5.503005098264138,1.0469628406265556,-1.2413543885048242,,,,completed,0,,,,42,False
cv_residual_ridge_alpha_10_0_residual_lag_corrector,cv-residual,,residual,Ridge,linear,residual_lag_corrector,residual,fold_2,1997,2006,2007,2008,"{""alpha"": 10.0, ""solver"": ""auto""}",linear,full_train,104743,30096,2.401034299982712,0.1043653999804519,2.34394820894162,5.843561427217177,0.7699039516395072,0.9839778305192955,25723,2.354201096751651,5.850450680761044,1.0556765933106236,-1.2882716156309957,,,,completed,0,,,,42,False
cv_residual_ridge_alpha_10_0_residual_lag_corrector,cv-residual,,residual,Ridge,linear,residual_lag_corrector,residual,fold_3,1997,2008,2009,2010,"{""alpha"": 10.0, ""solver"": ""auto""}",linear,full_train,130466,30662,2.9770643999800086,0.108519300003536,2.2989404571356298,6.1355289595018085,0.7687803587263731,0.9215686253337292,25900,2.4079579185803257,6.229715628967402,1.1219907041916857,-1.1769497529439443,,,,completed,0,,,,42,False
cv_residual_ridge_alpha_100_0_residual_lag_corrector,cv-residual,,residual,Ridge,linear,residual_lag_corrector,residual,fold_1,1997,2004,2005,2006,"{""alpha"": 100.0, ""solver"": ""auto""}",linear,full_train,80341,29022,1.3498268999974243,0.102826600021217,2.2678264911342545,5.718867636377454,0.7846586799044353,0.9363982806130248,24402,2.233983442773646,5.570914150564065,1.0469628406265556,-1.2208636505076988,,,,completed,0,,,,42,False
cv_residual_ridge_alpha_100_0_residual_lag_corrector,cv-residual,,residual,Ridge,linear,residual_lag_corrector,residual,fold_2,1997,2006,2007,2008,"{""alpha"": 100.0, ""solver"": ""auto""}",linear,full_train,104743,30096,1.7983240999747068,0.0992884999723173,2.3347145441253883,5.878981171333481,0.7671061226109709,0.9424168394509622,25723,2.343397676609783,5.891822272273742,1.0556765933106236,-1.279037950814765,,,,completed,0,,,,42,False
cv_residual_ridge_alpha_100_0_residual_lag_corrector,cv-residual,,residual,Ridge,linear,residual_lag_corrector,residual,fold_3,1997,2008,2009,2010,"{""alpha"": 100.0, ""solver"": ""auto""}",linear,full_train,130466,30662,2.519816600019112,0.1124696999904699,2.2614987717184643,6.139269585761995,0.7684983390602931,0.88024727366529,25900,2.363632167296113,6.234076861037613,1.1219907041916857,-1.1395080675267788,,,,completed,0,,,,42,False
cv_residual_linearsvr_c_0_03_epsilon_0_0_residual_lag_corrector,cv-residual,,residual,LinearSVR,linear,residual_lag_corrector,residual,fold_1,1997,2004,2005,2006,"{""C"": 0.03, ""epsilon"": 0.0, ""max_iter"": 20000}",linear,full_train,80341,29022,2.732167199952528,0.1023664000094868,1.080317587344467,3.849986185995808,0.9024054370016824,0.1812825530773825,24402,0.8216449702801121,3.125100803178165,1.0469628406265556,-0.0333547467179113,,,,completed,0,,,,42,False
cv_residual_linearsvr_c_0_03_epsilon_0_0_residual_lag_corrector,cv-residual,,residual,LinearSVR,linear,residual_lag_corrector,residual,fold_2,1997,2006,2007,2008,"{""C"": 0.03, ""epsilon"": 0.0, ""max_iter"": 20000}",linear,full_train,104743,30096,3.9022881000419134,0.1091555000166408,1.0423067989765202,4.190467881311517,0.881674331875393,0.1770682877934765,25723,0.8312760928909187,3.849766732930116,1.0556765933106236,0.0133697943341033,,,,completed,0,,,,42,False
cv_residual_linearsvr_c_0_03_epsilon_0_0_residual_lag_corrector,cv-residual,,residual,LinearSVR,linear,residual_lag_corrector,residual,fold_3,1997,2008,2009,2010,"{""C"": 0.03, ""epsilon"": 0.0, ""max_iter"": 20000}",linear,full_train,130466,30662,5.435766499955207,0.1166583000449463,1.126521812374789,4.95665130171157,0.8490971515727275,0.2070394952031117,25900,1.0199772048484,4.8299904108294,1.1219907041916857,-0.0045311081831036,,,,completed,0,,,,42,False
cv_residual_linearsvr_c_0_1_epsilon_0_0_residual_lag_corrector,cv-residual,,residual,LinearSVR,linear,residual_lag_corrector,residual,fold_1,1997,2004,2005,2006,"{""C"": 0.1, ""epsilon"": 0.0, ""max_iter"": 20000}",linear,full_train,80341,29022,6.096093699976336,0.0995164000196382,1.0921247905826326,3.8589407235001967,0.9019509260323876,0.1841687764018198,24402,0.8356876164721472,3.138208763718547,1.0469628406265556,-0.0451619499560769,,,,completed,0,,,,42,False
cv_residual_linearsvr_c_0_1_epsilon_0_0_residual_lag_corrector,cv-residual,,residual,LinearSVR,linear,residual_lag_corrector,residual,fold_2,1997,2006,2007,2008,"{""C"": 0.1, ""epsilon"": 0.0, ""max_iter"": 20000}",linear,full_train,104743,30096,8.899304900027346,0.1105134999961592,1.043739528919483,4.18625984526962,0.8819118560312477,0.1780515143272915,25723,0.8329523919370412,3.844406556958482,1.0556765933106236,0.0119370643911405,,,,completed,0,,,,42,False
cv_residual_linearsvr_c_0_1_epsilon_0_0_residual_lag_corrector,cv-residual,,residual,LinearSVR,linear,residual_lag_corrector,residual,fold_3,1997,2008,2009,2010,"{""C"": 0.1, ""epsilon"": 0.0, ""max_iter"": 20000}",linear,full_train,130466,30662,12.812607700005174,0.1125354000250808,1.1286232159507994,4.945175257664247,0.8497951078601702,0.2085628976429239,25900,1.0224649745954122,4.816044097268398,1.1219907041916857,-0.0066325117591139,,,,completed,0,,,,42,False
cv_residual_linearsvr_c_0_3_epsilon_0_0_residual_lag_corrector,cv-residual,,residual,LinearSVR,linear,residual_lag_corrector,residual,fold_1,1997,2004,2005,2006,"{""C"": 0.3, ""epsilon"": 0.0, ""max_iter"": 20000}",linear,full_train,80341,29022,13.997708299953956,0.0965218000346794,1.0992510086845164,3.864642812269522,0.9016609513352916,0.1868859518047891,24402,0.8441630324934927,3.1465430153276124,1.0469628406265556,-0.0522881680579607,,,,completed,0,,,,42,False
cv_residual_linearsvr_c_0_3_epsilon_0_0_residual_lag_corrector,cv-residual,,residual,LinearSVR,linear,residual_lag_corrector,residual,fold_2,1997,2006,2007,2008,"{""C"": 0.3, ""epsilon"": 0.0, ""max_iter"": 20000}",linear,full_train,104743,30096,21.30748830002267,0.103526699997019,1.0446441075969934,4.184319295405595,0.8820213106887815,0.1787764238581953,25723,0.8340107521546813,3.84193399119282,1.0556765933106236,0.0110324857136301,,,,completed,0,,,,42,False
cv_residual_linearsvr_c_0_3_epsilon_0_0_residual_lag_corrector,cv-residual,,residual,LinearSVR,linear,residual_lag_corrector,residual,fold_3,1997,2008,2009,2010,"{""C"": 0.3, ""epsilon"": 0.0, ""max_iter"": 20000}",linear,full_train,130466,30662,31.050511200039185,0.1301896999939344,1.129396863959644,4.94217628577339,0.8499772343315182,0.209012916760945,25900,1.0233808663037982,4.812398261920665,1.1219907041916857,-0.0074061597679584,,,,completed,0,,,,42,False
cv_residual_linearsvr_c_1_0_epsilon_0_0_residual_lag_corrector,cv-residual,,residual,LinearSVR,linear,residual_lag_corrector,residual,fold_1,1997,2004,2005,2006,"{""C"": 1.0, ""epsilon"": 0.0, ""max_iter"": 20000}",linear,full_train,80341,29022,40.67875769996317,0.1000211000209674,1.1021429631546638,3.867491520436922,0.9015159224087196,0.1873358480983391,24402,0.8476025170698641,3.1507030658158204,1.0469628406265556,-0.0551801225281081,,,,completed,0,,,,42,False
cv_residual_linearsvr_c_1_0_epsilon_0_0_residual_lag_corrector,cv-residual,,residual,LinearSVR,linear,residual_lag_corrector,residual,fold_2,1997,2006,2007,2008,"{""C"": 1.0, ""epsilon"": 0.0, ""max_iter"": 20000}",linear,full_train,104743,30096,61.926530900003854,0.1107727999915368,1.0450783533254349,4.183560620580266,0.8820640891388559,0.179317387617325,25723,0.8345188211763026,3.8409671992436,1.0556765933106236,0.0105982399851887,,,,completed,0,,,,42,False
cv_residual_linearsvr_c_1_0_epsilon_0_0_residual_lag_corrector,cv-residual,,residual,LinearSVR,linear,residual_lag_corrector,residual,fold_3,1997,2008,2009,2010,"{""C"": 1.0, ""epsilon"": 0.0, ""max_iter"": 20000}",linear,full_train,130466,30662,90.2293864999665,0.1113350000232458,1.1296564526234492,4.941405627818584,0.8500240182650624,0.2092041434708517,25900,1.0236881831999218,4.8114612880703165,1.1219907041916857,-0.0076657484317637,,,,completed,0,,,,42,False
cv_residual_rf_200_depth_20_leaf_10_maxfeat_sqrt_residual_lag_corrector,cv-residual,,residual,RandomForest,tree,residual_lag_corrector,residual,fold_1,1997,2004,2005,2006,"{""max_depth"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10, ""n_estimators"": 200, ""n_jobs"": -1}",tree,full_train,80341,29022,7.368539099988993,0.1660326999844983,1.134153680401791,3.992777727622192,0.8950318483584705,0.2122376347774633,24402,0.8856737831933841,3.331390238236614,1.0469628406265556,-0.0871908397752356,,,,completed,0,,,,42,False
cv_residual_rf_200_depth_20_leaf_10_maxfeat_sqrt_residual_lag_corrector,cv-residual,,residual,RandomForest,tree,residual_lag_corrector,residual,fold_2,1997,2006,2007,2008,"{""max_depth"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10, ""n_estimators"": 200, ""n_jobs"": -1}",tree,full_train,104743,30096,10.48009089997504,0.1659226000192575,1.101992455583347,4.19329101743882,0.8815148451530451,0.2058577992610313,25723,0.9011085199499336,3.8533616644643898,1.0556765933106236,-0.0463158622727231,,,,completed,0,,,,42,False
cv_residual_rf_200_depth_20_leaf_10_maxfeat_sqrt_residual_lag_corrector,cv-residual,,residual,RandomForest,tree,residual_lag_corrector,residual,fold_3,1997,2008,2009,2010,"{""max_depth"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10, ""n_estimators"": 200, ""n_jobs"": -1}",tree,full_train,130466,30662,15.266010199964512,0.163546200026758,1.1520320764920466,4.825905069005862,0.8569531655171011,0.2375521582275219,25900,1.0501778117350156,4.670611394399266,1.1219907041916857,-0.0300413723003611,,,,completed,0,,,,42,False
cv_residual_rf_250_depth_none_leaf_20_maxfeat_sqrt_residual_lag_corrector,cv-residual,,residual,RandomForest,tree,residual_lag_corrector,residual,fold_1,1997,2004,2005,2006,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 20, ""n_estimators"": 250, ""n_jobs"": -1}",tree,full_train,80341,29022,13.15873309999006,0.1774125000229105,1.1366631194561527,4.1255027688368,0.8879373089932493,0.2105542181746899,24402,0.8886583311909119,3.518474326498628,1.0469628406265556,-0.089700278829597,,,,completed,0,,,,42,False
cv_residual_rf_250_depth_none_leaf_20_maxfeat_sqrt_residual_lag_corrector,cv-residual,,residual,RandomForest,tree,residual_lag_corrector,residual,fold_2,1997,2006,2007,2008,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 20, ""n_estimators"": 250, ""n_jobs"": -1}",tree,full_train,104743,30096,20.03896670002723,0.1923648999654688,1.0990622131014585,4.270645846611187,0.8771030658459034,0.2094748655429814,25723,0.8976801259937501,3.9515096209569887,1.0556765933106236,-0.0433856197908348,,,,completed,0,,,,42,False
cv_residual_rf_250_depth_none_leaf_20_maxfeat_sqrt_residual_lag_corrector,cv-residual,,residual,RandomForest,tree,residual_lag_corrector,residual,fold_3,1997,2008,2009,2010,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 20, ""n_estimators"": 250, ""n_jobs"": -1}",tree,full_train,130466,30662,29.4859962000046,0.2147185000358149,1.1457887860290934,4.778220884549762,0.8597660565509015,0.2366766468269416,25900,1.0427866236201482,4.6122059792741705,1.1219907041916857,-0.0237980818374079,,,,completed,0,,,,42,False
cv_log_target_ridge_alpha_1_0_core_with_lag,cv-log_target,,log_target,Ridge,linear,core_with_lag,log_target,fold_1,1997,2004,2005,2006,"{""alpha"": 1.0, ""solver"": ""auto""}",linear,full_train,112384,29022,3.184795500012114,0.1471865000203251,1.8285614573082047,5.56512265855336,0.7960814365209231,0.3685620721525919,24402,1.7477614601671827,5.414389231475207,1.0469628406265556,-0.7815986166816498,,,,completed,0,,,,42,False
cv_log_target_ridge_alpha_1_0_core_with_lag,cv-log_target,,log_target,Ridge,linear,core_with_lag,log_target,fold_2,1997,2006,2007,2008,"{""alpha"": 1.0, ""solver"": ""auto""}",linear,full_train,141406,30096,4.118255600042176,0.0912450999603606,1.7427817366598093,5.564235051951733,0.7913757115847191,0.3784605250546791,25723,1.6794693877857056,5.585928651623287,1.0556765933106236,-0.6871051433491857,,,,completed,0,,,,42,False
cv_log_target_ridge_alpha_1_0_core_with_lag,cv-log_target,,log_target,Ridge,linear,core_with_lag,log_target,fold_3,1997,2008,2009,2010,"{""alpha"": 1.0, ""solver"": ""auto""}",linear,full_train,171502,30662,7.025226300000213,0.1432214000378735,1.8057832803491087,6.040932330906675,0.7758552122610208,0.3880325151217849,25900,1.8565544216143408,6.209549174668492,1.1219907041916857,-0.6837925761574237,,,,completed,0,,,,42,False
cv_log_target_ridge_alpha_10_0_core_with_lag,cv-log_target,,log_target,Ridge,linear,core_with_lag,log_target,fold_1,1997,2004,2005,2006,"{""alpha"": 10.0, ""solver"": ""auto""}",linear,full_train,112384,29022,3.267207299999427,0.1268905000179074,1.83574198442265,5.6228431081853225,0.7918294868463918,0.3670085827006223,24402,1.7560456965238742,5.478779988731874,1.0469628406265556,-0.7887791437960945,,,,completed,0,,,,42,False
cv_log_target_ridge_alpha_10_0_core_with_lag,cv-log_target,,log_target,Ridge,linear,core_with_lag,log_target,fold_2,1997,2006,2007,2008,"{""alpha"": 10.0, ""solver"": ""auto""}",linear,full_train,141406,30096,3.687868700013496,0.1107572000473737,1.74917124886108,5.6035147414220345,0.7884198257661286,0.3769570967235137,25723,1.6870469556396817,5.627828934744856,1.0556765933106236,-0.6934946555504564,,,,completed,0,,,,42,False
cv_log_target_ridge_alpha_10_0_core_with_lag,cv-log_target,,log_target,Ridge,linear,core_with_lag,log_target,fold_3,1997,2008,2009,2010,"{""alpha"": 10.0, ""solver"": ""auto""}",linear,full_train,171502,30662,4.419034299964551,0.1322654000250622,1.8094267823355343,6.063490541116198,0.7741780718275706,0.3880640226544198,25900,1.86065392876122,6.232547445875251,1.1219907041916857,-0.6874360781438491,,,,completed,0,,,,42,False
cv_log_target_linearsvr_c_0_1_epsilon_0_0_core_with_lag,cv-log_target,,log_target,LinearSVR,linear,core_with_lag,log_target,fold_1,1997,2004,2005,2006,"{""C"": 0.1, ""epsilon"": 0.0, ""max_iter"": 20000}",linear,full_train,112384,29022,12.558822899998631,0.1262025000178255,1.629377591962911,5.148623246280367,0.8254621958911373,0.3182562540276741,24402,1.4761208147044107,4.543614764303473,1.0469628406265556,-0.5824147513363553,,,,completed,0,,,,42,False
