canonical_state_name,Crop_Year,Season_canonical,Crop_canonical,area_ratio_pattern,production_ratio_pattern,row_count,corrected_production_matches,legacy_area_min,legacy_area_max,expanded_area_min,expanded_area_max,legacy_target_min,legacy_target_max,expanded_target_min,expanded_target_max,selected_sources,source_overlap_statuses
Maharashtra,2007,Kharif,Moong(Green Gram),100,100,33,0,1.0,741.0,100.0,74100.0,0.3045112781954887,1.0,0.3045112781954887,1.0,legacy_source,conflict_unresolved_legacy_retained
Maharashtra,2007,Kharif,Sesamum,100,100,33,0,1.0,222.0,100.0,22200.0,0.171875,1.0,0.171875,1.0,legacy_source,conflict_unresolved_legacy_retained
Maharashtra,2007,Kharif,Arhar/Tur,100,100,32,0,6.0,1101.0,600.0,110100.0,0.4319066147859922,1.4063604240282686,0.4319066147859922,1.4063604240282686,legacy_source,conflict_unresolved_legacy_retained
Rajasthan,2009,Kharif,Cotton(lint),1,other,32,0,2.0,174821.0,2.0,174821.0,0.0613795791114575,0.5,0.3609119251753702,2.94,legacy_source,conflict_unresolved_legacy_retained
Rajasthan,2010,Kharif,Cotton(lint),1,other,32,0,2.0,157244.0,2.0,157244.0,0.2061950993989829,0.6391501219087427,1.2124271844660195,3.758202716823407,legacy_source,conflict_unresolved_legacy_retained
Maharashtra,2007,Kharif,Urad,100,100,31,0,2.0,663.0,200.0,66300.0,0.25,0.9130434782608696,0.25,0.9130434782608696,legacy_source,conflict_unresolved_legacy_retained
Maharashtra,2007,Rabi,Gram,100,100,31,0,19.0,1044.0,1900.0,104400.0,0.5294117647058824,1.116,0.5294117647058824,1.116,legacy_source,conflict_unresolved_legacy_retained
Karnataka,2010,Whole Year,Coconut,1,1000,30,0,20.0,142248.0,20.0,142248.0,5.544013021448636,13.78673254686872,5544.013021448636,13786.73254686872,legacy_source,unresolved_production_unit_conflict
Karnataka,2011,Whole Year,Coconut,1,1000,30,0,20.0,143110.0,20.0,143110.0,5.452916327762181,13.431332439867392,5452.916327762181,13431.33243986739,legacy_source,unresolved_production_unit_conflict
Karnataka,2012,Whole Year,Coconut,1,1000,30,0,21.0,147539.0,21.0,147539.0,5.452923499207307,13.431336123783096,5452.923499207307,13431.336123783098,legacy_source,unresolved_production_unit_conflict
Karnataka,2013,Whole Year,Coconut,1,1000,30,0,29.0,145910.0,29.0,145910.0,5.2311655598809255,13.49269759450172,5231.165559880925,13492.697594501718,legacy_source,unresolved_production_unit_conflict
Karnataka,2014,Whole Year,Coconut,1,1000,30,0,19.0,149419.0,19.0,149419.0,5.760821699049094,17.590294530154278,5760.821699049094,17590.29453015428,legacy_source,unresolved_production_unit_conflict
Tamil Nadu,2009,Whole Year,Coconut,1,1000,30,0,79.0,79532.0,79.0,79532.0,1.2658227848101269,23.020706455542022,1265.822784810127,23020.706455542026,legacy_source,unresolved_production_unit_conflict
Karnataka,2007,Whole Year,Coconut,1,1000,29,0,23.0,124110.0,23.0,124110.0,3.7085319916761055,6.335995531974309,3708.5319916761055,6335.9955319743085,legacy_source,unresolved_production_unit_conflict
Karnataka,2008,Whole Year,Coconut,1,1000,29,0,24.0,132587.0,24.0,132587.0,4.855962095288234,8.82090367202075,4855.962095288234,8820.90367202075,legacy_source,unresolved_production_unit_conflict
Karnataka,2009,Whole Year,Coconut,1,1000,29,0,19.0,138660.0,19.0,138660.0,4.503620273531778,10.037622983077528,4503.620273531778,10037.622983077528,legacy_source,unresolved_production_unit_conflict
Rajasthan,1999,Kharif,Cotton(lint),1,other,29,0,2.0,272002.0,2.0,272002.0,0.1045016077170418,0.5,0.6144694533762057,2.94,legacy_source,conflict_unresolved_legacy_retained
Rajasthan,2008,Kharif,Cotton(lint),1,other,29,0,3.0,128173.0,3.0,128173.0,0.1756972111553784,0.6827961561357259,1.0330996015936256,4.014841398078068,legacy_source,conflict_unresolved_legacy_retained
Maharashtra,2007,Kharif,Maize,100,100,28,0,1.0,1080.0,100.0,108000.0,0.8,3.193548387096774,0.8,3.193548387096774,legacy_source,conflict_unresolved_legacy_retained
Maharashtra,2007,Kharif,Soyabean,100,100,28,0,28.0,2858.0,2800.0,285800.0,0.4516129032258064,2.198952879581152,0.4516129032258064,2.198952879581152,legacy_source,conflict_unresolved_legacy_retained
Rajasthan,1998,Kharif,Cotton(lint),1,other,28,0,5.0,291897.0,5.0,291897.0,0.1427050761759031,0.3460118581496811,0.8391058479143104,2.034549725920125,legacy_source,conflict_unresolved_legacy_retained
Rajasthan,2006,Kharif,Cotton(lint),1,other,28,0,7.0,144445.0,7.0,144445.0,0.1863109224588797,0.5330217685401549,1.0955082240582128,3.1341679990161118,legacy_source,conflict_unresolved_legacy_retained
Tamil Nadu,2004,Whole Year,Coconut,1,1000,28,0,60.0,100160.0,60.0,100160.0,1.6666666666666667,19.02169497034208,1666.6666666666667,19021.694970342083,legacy_source,unresolved_production_unit_conflict
Tamil Nadu,2006,Whole Year,Coconut,1,other,28,0,74.0,104197.0,74.0,104197.0,0.0135135135135135,0.2142930170739188,1351.3513513513512,21429.30170739188,legacy_source,conflict_unresolved_legacy_retained
Tamil Nadu,2007,Whole Year,Coconut,1,other,28,0,79.0,107106.0,79.0,107106.0,0.0126582278481012,0.235020468924451,1265.822784810127,23502.046892445105,legacy_source,conflict_unresolved_legacy_retained
Tamil Nadu,2008,Whole Year,Coconut,1,100,28,0,80.0,76902.0,80.0,76902.0,12.5,331.33612941881364,1250.0,33133.612941881365,legacy_source,unresolved_production_unit_conflict
Assam,2011,Whole Year,Coconut,1,1000,27,0,54.0,3323.0,54.0,3323.0,0.5846153846153846,17.220388349514565,584.6153846153846,17220.388349514564,legacy_source,unresolved_production_unit_conflict
Assam,2012,Whole Year,Coconut,1,1000,27,0,72.0,3156.0,72.0,3156.0,0.4946236559139785,18.341346153846157,494.6236559139785,18341.346153846152,legacy_source,unresolved_production_unit_conflict
Karnataka,1998,Whole Year,Coconut,1,1000,27,0,2.0,83818.0,2.0,83818.0,2.5205552411704004,6.5795413872915125,2520.5552411704007,6579.541387291512,legacy_source,unresolved_production_unit_conflict
Karnataka,2000,Whole Year,Coconut,1,1000,27,0,3.0,100810.0,3.0,100810.0,2.5205397699015286,6.579535760341236,2520.5397699015284,6579.535760341236,legacy_source,unresolved_production_unit_conflict
Karnataka,2001,Whole Year,Coconut,1,1000,27,0,27.0,110993.0,27.0,110993.0,1.890891535243,5.031177829099307,1890.891535243,5031.177829099307,legacy_source,unresolved_production_unit_conflict
Karnataka,2003,Whole Year,Coconut,1,1000,27,0,23.0,109443.0,23.0,109443.0,1.890913173172531,5.031704095112286,1890.913173172531,5031.704095112285,legacy_source,unresolved_production_unit_conflict
Karnataka,2004,Whole Year,Coconut,1,other,27,0,24.0,110937.0,24.0,110937.0,19.1,50.81999999999999,1890.9131803868645,5031.33514986376,legacy_source,conflict_unresolved_legacy_retained
Karnataka,2005,Whole Year,Coconut,1,1000,27,0,25.0,122690.0,25.0,122690.0,1.890889353702772,5.0310077519379846,1890.889353702772,5031.007751937985,legacy_source,unresolved_production_unit_conflict
Karnataka,2006,Whole Year,Coconut,1,1000,27,0,26.0,125511.0,26.0,125511.0,1.89090477571794,5.031772575250836,1890.90477571794,5031.772575250836,legacy_source,unresolved_production_unit_conflict
Maharashtra,2007,Kharif,Cotton(lint),100,100,27,0,1.0,4165.0,100.0,416500.0,1.0,3.6194926568758334,1.0,3.6194926568758334,legacy_source,conflict_unresolved_legacy_retained
Maharashtra,2007,Kharif,Rice,100,100,27,0,1.0,1925.0,100.0,192500.0,0.4156626506024096,3.004468275245755,0.4156626506024096,3.004468275245755,legacy_source,conflict_unresolved_legacy_retained
Rajasthan,2007,Kharif,Cotton(lint),1,other,27,0,5.0,156714.0,5.0,156714.0,0.2123963679431504,0.5346173212487412,1.2488906435057243,3.143549848942598,legacy_source,conflict_unresolved_legacy_retained
Tamil Nadu,2005,Whole Year,Coconut,1,other,27,0,848.0,101541.0,848.0,101541.0,0.0444743935309973,0.2573979924390562,4447.43935309973,25739.799243905614,legacy_source,conflict_unresolved_legacy_retained
Karnataka,1999,Whole Year,Coconut,1,1000,26,0,3.0,88293.0,3.0,88293.0,2.5205397699015286,6.579536316582288,2520.5397699015284,6579.536316582288,legacy_source,unresolved_production_unit_conflict
Karnataka,2002,Whole Year,Coconut,1,1000,26,0,23.0,111248.0,23.0,111248.0,2.6482404692082118,5.030963302752293,2648.240469208211,5030.963302752293,legacy_source,unresolved_production_unit_conflict
Maharashtra,2007,Kharif,Groundnut,100,100,26,0,1.0,561.0,100.0,56100.0,0.5,1.6274509803921569,0.5,1.6274509803921569,legacy_source,conflict_unresolved_legacy_retained
Maharashtra,2007,Kharif,Jowar,100,100,26,0,1.0,1678.0,100.0,167800.0,0.7404129793510325,2.930362116991644,0.7404129793510325,2.930362116991644,legacy_source,conflict_unresolved_legacy_retained
Tamil Nadu,2002,Whole Year,Coconut,1,1000,26,0,882.0,99250.0,882.0,99250.0,3.155127081507449,15.267819485449175,3155.127081507449,15267.819485449178,legacy_source,unresolved_production_unit_conflict
Tamil Nadu,2003,Whole Year,Coconut,1,1000,26,0,776.0,99381.0,776.0,99381.0,4.060532788593822,16.42944286295242,4060.532788593822,16429.44286295242,legacy_source,unresolved_production_unit_conflict
Assam,2010,Whole Year,Coconut,other,other,25,0,70.0,3242.0,53.0,3343.0,2186.813186813187,15584.976525821596,765.4320987654321,13370.395177494976,legacy_source,conflict_unresolved_legacy_retained
Maharashtra,2007,Rabi,Jowar,100,100,25,0,2.0,6178.0,200.0,617800.0,0.4242424242424242,1.8688524590163933,0.4242424242424242,1.8688524590163933,legacy_source,conflict_unresolved_legacy_retained
Maharashtra,2007,Rabi,Maize,100,100,25,0,1.0,132.0,100.0,13200.0,1.8108108108108107,3.147058823529412,1.8108108108108107,3.147058823529412,legacy_source,conflict_unresolved_legacy_retained
Maharashtra,2008,Rabi,Maize,100,100,25,0,1.0,157.0,100.0,15700.0,1.2307692307692308,3.111111111111111,1.2307692307692308,3.111111111111111,legacy_source,conflict_unresolved_legacy_retained
Maharashtra,2007,Rabi,Sunflower,100,100,24,0,2.0,444.0,200.0,44400.0,0.5,1.16,0.5,1.16,legacy_source,conflict_unresolved_legacy_retained
Maharashtra,2007,Whole Year,Sugarcane,100,100,24,0,3.0,1139.0,300.0,113900.0,47.0,101.23647604327668,47.0,101.23647604327668,legacy_source,conflict_unresolved_legacy_retained
Assam,1997,Whole Year,Coconut,1,1000,23,0,40.0,4953.0,40.0,4953.0,0.7739130434782608,13.454545454545457,773.9130434782609,13454.545454545454,legacy_source,unresolved_production_unit_conflict
Maharashtra,2007,Kharif,Sunflower,100,100,23,0,1.0,311.0,100.0,31100.0,0.4758842443729904,1.0,0.4758842443729904,1.0,legacy_source,conflict_unresolved_legacy_retained
Maharashtra,2007,Rabi,Rapeseed &Mustard,100,100,23,0,1.0,11.0,100.0,1100.0,0.2,1.0,0.2,1.0,legacy_source,conflict_unresolved_legacy_retained
Maharashtra,2007,Kharif,Bajra,100,100,22,0,2.0,2326.0,200.0,232600.0,0.3967704728950403,1.435374149659864,0.3967704728950403,1.435374149659864,legacy_source,conflict_unresolved_legacy_retained
Maharashtra,2007,Rabi,Wheat,100,100,22,0,2.0,1309.0,200.0,130900.0,1.0,2.709278350515464,1.0,2.709278350515464,legacy_source,conflict_unresolved_legacy_retained
Assam,2013,Whole Year,Coconut,1,1000,21,0,76.0,1930.0,76.0,1930.0,1.095280498664292,12.951295336787563,1095.280498664292,12951.295336787563,legacy_source,unresolved_production_unit_conflict
Karnataka,2008,Kharif,Rice,1,1,21,21,1782.0,114629.0,1782.0,114629.0,0.7409994548428129,4.350998877665544,0.7409999999999999,4.351000000000001,legacy_source,conflict_unresolved_legacy_retained
Maharashtra,2007,Rabi,Safflower,100,100,21,0,1.0,400.0,100.0,40000.0,0.238095238095238,1.0,0.238095238095238,1.0,legacy_source,conflict_unresolved_legacy_retained
Karnataka,2008,Whole Year,Cashewnut,1,other,19,0,1.0,2952.0,1.0,2952.0,0.3653075749872903,0.8553590785907859,0.3653099999999999,0.85536,legacy_source,conflict_unresolved_legacy_retained
Karnataka,2009,Kharif,Rice,1,1,19,19,1525.0,115124.0,1525.0,115124.0,0.7694999007739631,4.427003278688525,0.7694999999999999,4.4270000000000005,legacy_source,conflict_unresolved_legacy_retained
Maharashtra,2007,Kharif,Castor seed,100,100,19,0,1.0,17.0,100.0,1700.0,0.25,1.0,0.25,1.0,legacy_source,conflict_unresolved_legacy_retained
Maharashtra,2007,Summer,Maize,100,100,19,0,1.0,25.0,100.0,2500.0,1.0,1.96,1.0,1.96,legacy_source,conflict_unresolved_legacy_retained
Maharashtra,2007,Rabi,Linseed,100,100,18,0,1.0,288.0,100.0,28800.0,0.1504424778761062,1.0,0.1504424778761062,1.0,legacy_source,conflict_unresolved_legacy_retained
Maharashtra,2007,Summer,Groundnut,other,other,18,0,1.0,107.0,200.0,10900.0,0.7142857142857143,2.608695652173913,0.875,2.58974358974359,legacy_source,conflict_unresolved_legacy_retained
Karnataka,2004,Kharif,Rice,1,1,17,17,2778.0,99284.0,2778.0,99284.0,0.4369996249531191,3.429499951862905,0.437,3.4295,legacy_source,conflict_unresolved_legacy_retained
Tamil Nadu,2012,Kharif,Castor seed,1,other,17,0,11.0,4228.0,11.0,4228.0,0.0114814814814814,0.2222222222222222,0.0114444444444444,0.2221333333333333,legacy_source,conflict_unresolved_legacy_retained
Karnataka,2014,Whole Year,Black pepper,1,0.1,16,0,1.0,14934.0,1.0,14934.0,4.217529880478088,9.989085772984078,0.4217529880478087,0.9989085772984078,legacy_source,unresolved_production_unit_conflict
Punjab,2011,Whole Year,Sugarcane,1000,1,15,15,1.0,20.0,1000.0,20000.0,40000.0,88000.0,40.0,88.0,expanded_source_x100,conflict_unit_corrected
Jharkhand,2003,Winter,Rice,1,1,14,14,12515.08,413835.1,12515.08,413835.1,0.5273333416859076,1.2313333257618797,0.5273333131098058,1.2313333337360703,legacy_source,conflict_unresolved_legacy_retained
Jharkhand,2004,Winter,Rice,1,1,14,14,11912.93,85873.94,11912.93,85873.94,0.3566664007093806,1.3626668097224444,0.3566665518063638,1.362666730677797,legacy_source,conflict_unresolved_legacy_retained
Jharkhand,2005,Winter,Rice,1,1,14,14,9461.03,107993.93,9461.03,107993.93,0.1920000542594359,0.906666681777948,0.1919999763082721,0.9066666062970976,legacy_source,conflict_unresolved_legacy_retained
Kerala,1997,Whole Year,Coconut,other,other,14,0,5278.0,137554.0,9479.0,122379.0,2.4630541871921183,7.504189592015304,2742.905369764743,7591.171687952999,legacy_source,conflict_unresolved_legacy_retained
Kerala,2011,Whole Year,Turmeric,1,other,14,0,20.6,960.57,20.6,960.57,1.4356686311944884,3.657188244638602,1.435664480783598,3.6572041302621128,legacy_source,conflict_unresolved_legacy_retained
Andhra Pradesh,2012,Kharif,Cotton(lint),other,other,13,0,317.0,187397.0,1000.0,187000.0,1.135294611327381,3.782355107072152,1.0,3.79144385026738,legacy_source,conflict_unresolved_legacy_retained
Andhra Pradesh,2012,Kharif,Rice,other,other,13,0,12952.0,253166.0,13000.0,253000.0,1.434003930387569,3.986002302008688,1.4343434343434345,3.962962962962963,legacy_source,conflict_unresolved_legacy_retained
Andhra Pradesh,2012,Rabi,Maize,other,other,13,0,547.0,82043.0,1000.0,82000.0,4.922987994664295,8.07599673342028,4.0,9.0,legacy_source,conflict_unresolved_legacy_retained
Andhra Pradesh,2012,Rabi,Rice,other,other,13,0,2884.0,197403.0,3000.0,197000.0,2.036068172810147,4.488000489775928,2.0,4.477777777777778,legacy_source,conflict_unresolved_legacy_retained
Kerala,2010,Whole Year,Banana,1,1,13,13,384.46,14231.5,384.46,14231.5,5.6189381075725455,11.391822296207668,5.618936724269703,11.39182749830932,legacy_source,conflict_unresolved_legacy_retained
Kerala,2010,Whole Year,Turmeric,1,other,13,0,20.2,515.13,20.2,515.13,1.4040540540540545,3.7057142857142855,1.4042342342342344,3.705735449735449,legacy_source,conflict_unresolved_legacy_retained
Kerala,2011,Whole Year,Banana,1,1,13,13,454.95,16458.23,454.95,16458.23,6.050496324246596,9.601458708152538,6.0504979963103125,9.601458178996012,legacy_source,conflict_unresolved_legacy_retained
Kerala,2011,Whole Year,Tapioca,1,1,13,13,292.1,16859.18,292.1,16859.18,21.727622307554828,49.41936368044868,21.72762284915808,49.41936410213161,legacy_source,conflict_unresolved_legacy_retained
Punjab,2009,Whole Year,Sugarcane,10,1,13,13,100.0,1900.0,1000.0,19000.0,50.0,80.0,5.0,8.0,expanded_source_x100,conflict_unit_corrected
Andhra Pradesh,2012,Kharif,Maize,other,other,12,0,495.0,33567.0,1000.0,33000.0,2.1980469419222204,5.571695760598503,2.0,9.0,legacy_source,conflict_unresolved_legacy_retained
Andhra Pradesh,2012,Rabi,Groundnut,other,other,12,0,904.0,22535.0,1000.0,22000.0,1.567001716106889,3.084059300015284,1.5,3.333333333333333,legacy_source,conflict_unresolved_legacy_retained
Andhra Pradesh,2012,Rabi,Urad,other,other,12,0,1621.0,163558.0,2000.0,164000.0,0.3662365177195685,1.4714055577929923,0.3333333333333333,1.06,legacy_source,conflict_unresolved_legacy_retained
Andhra Pradesh,2014,Whole Year,Coconut,1,other,12,0,37.0,46865.0,37.0,46865.0,5599.842146803473,33089.00547655208,7142.857142857143,17597.087378640776,legacy_source,conflict_unresolved_legacy_retained
Himachal Pradesh,2010,Kharif,Maize,other,other,12,0,19.0,58205.0,21.0,56781.0,1.6955762883980705,3.378093363329584,0.3504461897322861,3.8369629972860255,legacy_source,conflict_unresolved_legacy_retained
Himachal Pradesh,2010,Rabi,Wheat,other,other,12,0,49.0,93462.0,55.0,91446.0,1.3205302003313752,2.225575853852264,0.8577682299055571,2.178536932540288,legacy_source,conflict_unresolved_legacy_retained
Kerala,2010,Whole Year,Tapioca,1,1,12,12,335.26,16172.48,335.26,16172.48,24.0382389787031,52.50230894883228,24.03823003042415,52.50230850735068,legacy_source,conflict_unresolved_legacy_retained
Kerala,2011,Whole Year,Cashewnut,1,other,12,0,468.81,3825.91,468.81,3825.91,0.2139572858923123,0.4247116803842594,0.2139568952383185,0.4247166837615389,legacy_source,conflict_unresolved_legacy_retained
Punjab,2007,Rabi,Gram,0.1,0.1,12,0,1000.0,12000.0,100.0,1200.0,1.0,1.0833333333333333,1.0,1.0833333333333333,legacy_source,conflict_unresolved_legacy_retained
Punjab,2008,Rabi,Gram,0.1,0.1,12,0,1000.0,13000.0,100.0,1300.0,1.0,2.0,1.0,2.0,legacy_source,conflict_unresolved_legacy_retained
Punjab,2013,Kharif,Moong(Green Gram),0.1,0.1,12,0,1000.0,12000.0,100.0,1200.0,0.5,1.0,0.5,1.0,legacy_source,conflict_unresolved_legacy_retained
Andhra Pradesh,2012,Kharif,Arhar/Tur,other,other,11,0,796.0,56606.0,1000.0,57000.0,0.1060080878105141,1.3859830320914792,0.1,1.3333333333333333,legacy_source,conflict_unresolved_legacy_retained
Andhra Pradesh,2012,Kharif,Groundnut,other,other,11,0,1482.0,708708.0,1000.0,709000.0,0.2519975553996242,2.8470790378006874,0.25,2.75,legacy_source,conflict_unresolved_legacy_retained
Himachal Pradesh,2010,Kharif,Urad,other,other,11,0,3.0,2207.0,2.0,2153.0,0.2095416276894293,1.6666666666666667,0.0187734668335419,1.5,legacy_source,conflict_unresolved_legacy_retained
Himachal Pradesh,2010,Rabi,Barley,other,other,11,0,38.0,3756.0,40.0,3782.0,0.9702970297029704,1.7099476439790575,0.201883460859329,2.0913461538461537,legacy_source,conflict_unresolved_legacy_retained
Himachal Pradesh,2010,Rabi,Peas & beans (Pulses),other,other,11,0,2.0,3437.0,150.0,3184.0,0.4966442953020134,5.55316742081448,1.041025641025641,5.983983286908078,legacy_source,conflict_unresolved_legacy_retained
Himachal Pradesh,2010,Rabi,Rapeseed &Mustard,other,other,11,0,29.0,3074.0,75.0,2958.0,0.2208201892744479,1.4827586206896552,0.0514138817480719,1.1733333333333331,legacy_source,conflict_unresolved_legacy_retained
Kerala,2010,Whole Year,Black pepper,1,other,11,0,1506.15,16188.55,1506.15,16188.55,0.0833683681675531,0.3717188723857488,0.0833681937202458,0.3717184331696033,legacy_source,conflict_unresolved_legacy_retained
Kerala,2010,Whole Year,Cashewnut,1,other,11,0,415.69,2913.77,415.69,2913.77,0.2353823733186802,0.8052516762375285,0.235384284588002,0.805256488402682,legacy_source,conflict_unresolved_legacy_retained
Kerala,2010,Winter,Rice,1,1,11,11,1158.51,43364.45,1158.51,43364.45,2.055668876423593,2.6082344967807525,2.0556685616434045,2.6082353439512027,legacy_source,conflict_unresolved_legacy_retained
Kerala,2011,Whole Year,Black pepper,1,other,11,0,724.76,4960.73,724.76,4960.73,0.1879518737237154,0.8034193044873791,0.1879491141895247,0.8034178388617951,legacy_source,conflict_unresolved_legacy_retained
Maharashtra,2007,Kharif,Ragi,100,100,11,0,1.0,330.0,100.0,33000.0,0.6493506493506493,1.4935064935064934,0.6493506493506493,1.4935064935064934,legacy_source,conflict_unresolved_legacy_retained
Maharashtra,2007,Summer,Groundnut,100,other,11,0,2.0,67.0,200.0,6700.0,0.9,2.2857142857142856,0.5,2.7142857142857144,legacy_source,conflict_unresolved_legacy_retained
Punjab,2011,Kharif,Moong(Green Gram),0.1,0.1,11,0,2000.0,15000.0,200.0,1500.0,0.6,1.5,0.6,1.5,legacy_source,conflict_unresolved_legacy_retained
Punjab,2014,Kharif,Moong(Green Gram),0.1,0.1,11,0,1000.0,12000.0,100.0,1200.0,0.6666666666666666,1.0,0.6666666666666666,1.0,legacy_source,conflict_unresolved_legacy_retained
Andhra Pradesh,2012,Rabi,Dry chillies,other,other,10,0,638.0,4736.0,1000.0,5000.0,1.423117709437964,5.906894100923951,1.0,8.0,legacy_source,conflict_unresolved_legacy_retained
Himachal Pradesh,2010,Kharif,Potato,other,other,10,0,10.0,2101.0,9.0,2154.0,5.214285714285714,11.922659430122115,3.4444444444444446,22.984779299847798,legacy_source,conflict_unresolved_legacy_retained
Himachal Pradesh,2010,Kharif,Rice,other,other,10,0,1359.0,37611.0,1197.0,35294.0,1.0772626931567328,2.749869723814487,0.9172932330827068,2.5210513506935994,legacy_source,conflict_unresolved_legacy_retained
Maharashtra,2007,Summer,Sunflower,other,other,10,0,1.0,16.0,200.0,2400.0,0.5,1.2857142857142858,0.6666666666666666,1.5,legacy_source,conflict_unresolved_legacy_retained
Punjab,2011,Kharif,Arhar/Tur,0.1,0.1,10,0,1000.0,8000.0,100.0,800.0,0.6,1.0,0.6,1.0,legacy_source,conflict_unresolved_legacy_retained
Punjab,2014,Rabi,Peas & beans (Pulses),0.1,0.1,10,0,1000.0,4000.0,100.0,400.0,0.9,1.5,0.9,1.5,legacy_source,conflict_unresolved_legacy_retained
Andhra Pradesh,2012,Kharif,Bajra,other,other,9,0,456.0,28780.0,1000.0,29000.0,0.6691176470588235,3.5033112582781456,0.5,3.0,legacy_source,conflict_unresolved_legacy_retained
Andhra Pradesh,2012,Kharif,Urad,other,other,9,0,761.0,3428.0,1000.0,4000.0,0.560546875,0.9451038575667656,0.5,1.0,legacy_source,conflict_unresolved_legacy_retained
Andhra Pradesh,2012,Rabi,Moong(Green Gram),other,other,9,0,889.0,31434.0,1000.0,32000.0,0.4020267876125009,1.3489943860031612,0.3571428571428571,1.3888888888888888,legacy_source,conflict_unresolved_legacy_retained
Bihar,2012,Kharif,Jute,1,other,9,0,2.0,43055.0,2.0,43055.0,1.22199512251771,3.286973555337904,6.788851469051213,18.26092066601371,legacy_source,conflict_unresolved_legacy_retained
Himachal Pradesh,2010,Kharif,Horse-gram,other,other,9,0,1.0,683.0,12.0,564.0,0.2653061224489796,1.0,0.25,0.8776595744680851,legacy_source,conflict_unresolved_legacy_retained
Himachal Pradesh,2010,Rabi,Potato,other,other,9,0,12.0,1140.0,10.0,1162.0,5.055555555555555,16.757575757575758,1.25,10.965250965250965,legacy_source,conflict_unresolved_legacy_retained
Jharkhand,2004,Autumn,Rice,1,1,9,9,2523.42,46197.84,2523.42,46197.84,0.6166667689619686,0.9800004430982696,0.616666632602331,0.9799998101007416,legacy_source,conflict_unresolved_legacy_retained
Kerala,2010,Autumn,Rice,1,1,9,9,960.36,38647.59,960.36,38647.59,1.902214748291531,2.940346587206876,1.9022144501294025,2.940347136299409,legacy_source,conflict_unresolved_legacy_retained
Kerala,2010,Summer,Rice,1,1,9,9,509.52,22744.6,509.52,22744.6,1.9448256121572745,3.3587356815254963,1.9448247447718336,3.358735116694155,legacy_source,conflict_unresolved_legacy_retained
Kerala,2011,Winter,Rice,1,1,9,9,1077.65,42405.07,1077.65,42405.07,1.9527558530655744,3.104854696991472,1.9527565191327807,3.104854916407847,legacy_source,conflict_unresolved_legacy_retained
Punjab,2009,Rabi,Gram,0.1,0.1,9,0,1000.0,13000.0,100.0,1300.0,0.75,2.0,0.75,2.0,legacy_source,conflict_unresolved_legacy_retained
Punjab,2014,Kharif,Arhar/Tur,0.1,0.1,9,0,1000.0,7000.0,100.0,700.0,0.5,1.2333333333333334,0.5,1.2333333333333334,legacy_source,conflict_unresolved_legacy_retained
Andhra Pradesh,2012,Rabi,Sunflower,other,other,8,0,527.0,48021.0,1000.0,48000.0,0.4009912330022281,1.0090101940151266,0.4,1.0,legacy_source,conflict_unresolved_legacy_retained
Himachal Pradesh,2010,Rabi,Garlic,other,other,8,0,6.0,784.0,19.0,921.0,0.6216216216216216,1.4230769230769231,1.2,1.5454545454545454,legacy_source,conflict_unresolved_legacy_retained
Himachal Pradesh,2010,Rabi,Gram,other,other,8,0,5.0,212.0,2.0,185.0,0.3333333333333333,1.2947368421052632,0.4571428571428571,1.351351351351351,legacy_source,conflict_unresolved_legacy_retained
Jharkhand,2007,Autumn,Rice,1,other,8,0,850.94,3074.29,850.94,3074.29,0.665239429297597,0.9973612153866536,0.6652418120378928,0.9973648588967892,legacy_source,conflict_unresolved_legacy_retained
Kerala,2011,Whole Year,Arecanut,1,1,8,8,4943.83,19977.85,4943.83,19977.85,0.5248688240225803,1.9508623749604896,0.5248691693929339,1.950862323814356,legacy_source,conflict_unresolved_legacy_retained
Kerala,2012,Whole Year,Sugarcane,1,10,8,0,1.0,1371.0,1.0,1371.0,2.0,11.25,20.0,112.5,legacy_source,unresolved_production_unit_conflict
Maharashtra,2007,Rabi,Sesamum,100,100,8,0,1.0,19.0,100.0,1900.0,0.2,1.0,0.2,1.0,legacy_source,conflict_unresolved_legacy_retained
Punjab,2011,Rabi,Gram,0.1,0.1,8,0,1000.0,10000.0,100.0,1000.0,1.0,2.0,1.0,2.0,legacy_source,conflict_unresolved_legacy_retained
Punjab,2011,Rabi,Peas & beans (Pulses),0.1,0.1,8,0,1000.0,14000.0,100.0,1400.0,1.0,1.3333333333333333,1.0,1.3333333333333333,legacy_source,conflict_unresolved_legacy_retained
Punjab,2013,Kharif,Arhar/Tur,0.1,0.1,8,0,1000.0,9000.0,100.0,900.0,0.75,1.0,0.75,1.0,legacy_source,conflict_unresolved_legacy_retained
Punjab,2014,Rabi,Gram,0.1,0.1,8,0,1000.0,9000.0,100.0,900.0,1.0,1.4,1.0,1.4,legacy_source,conflict_unresolved_legacy_retained
Andhra Pradesh,2012,Kharif,Dry chillies,other,other,7,0,505.0,58609.0,1000.0,58000.0,1.9149872040946896,4.735343383584589,2.0,4.396551724137931,legacy_source,conflict_unresolved_legacy_retained
Andhra Pradesh,2012,Rabi,Gram,other,other,7,0,1906.0,218223.0,2000.0,218000.0,0.1680036365581047,1.8839825312100225,0.1696428571428571,2.0,legacy_source,conflict_unresolved_legacy_retained
Andhra Pradesh,2012,Rabi,Horse-gram,other,other,7,0,714.0,6655.0,1000.0,7000.0,0.3780616078136739,0.7410174880763116,0.4285714285714285,1.0,legacy_source,conflict_unresolved_legacy_retained
